INDEX,TAG,DATE,TIME,LATITUDE N/S,LONGITUDE E/W,HEIGHT,SPEED,HEADING,VOX
0,T,190409,195430,40.714494N,73.944396W,-6   ,36  ,263,         
1,T,190409,195431,40.714481N,73.94452W,-7   ,38  ,262,         
2,T,190409,195432,40.714473N,73.944645W,-6   ,38  ,263,         
3,T,190409,195433,40.714464N,73.944773W,-6   ,38  ,262,         
4,T,190409,195434,40.714454N,73.9449W,-6   ,38  ,263,         
5,T,190409,195435,40.714445N,73.945028W,-6   ,38  ,263,         
6,T,190409,195436,40.714435N,73.945154W,-6   ,38  ,263,         
7,T,190409,195437,40.714424N,73.945284W,-6   ,38  ,262,         
8,T,190409,195438,40.714409N,73.945406W,-6   ,37  ,262,         
9,T,190409,195439,40.7144N,73.945524W,-6   ,35  ,262,         
10,T,190409,195440,40.71439N,73.945638W,-5   ,33  ,262,         
11,T,190409,195441,40.714379N,73.94574W,-5   ,30  ,262,         
12,T,190409,195442,40.714373N,73.945826W,-5   ,24  ,263,         
13,T,190409,195443,40.714364N,73.945896W,-6   ,19  ,263,         
14,T,190409,195444,40.714358N,73.945953W,-6   ,15  ,262,         
15,T,190409,195445,40.714351N,73.945991W,-6   ,9   ,261,         
16,T,190409,195446,40.714346N,73.946013W,-6   ,4   ,261,         
17,T,190409,195447,40.714345N,73.946015W,-6   ,0   ,261,         
18,T,190409,195448,40.714341N,73.946009W,-6   ,0   ,261,         
19,T,190409,195450,40.714338N,73.946008W,-5   ,0   ,261,         
20,T,190409,195451,40.714336N,73.946006W,-5   ,0   ,261,         
21,T,190409,195452,40.714336N,73.946004W,-5   ,0   ,261,         
22,T,190409,195453,40.714336N,73.946004W,-5   ,0   ,261,         
23,T,190409,195454,40.714336N,73.946004W,-5   ,0   ,261,         
24,T,190409,195455,40.714336N,73.946004W,-5   ,0   ,261,         
25,T,190409,195456,40.714336N,73.946006W,-5   ,0   ,261,         
26,T,190409,195457,40.714334N,73.946006W,-5   ,0   ,261,         
27,T,190409,195458,40.714334N,73.946006W,-5   ,0   ,261,         
28,T,190409,195459,40.714334N,73.946006W,-5   ,0   ,261,         
29,T,190409,195500,40.714333N,73.946008W,-5   ,0   ,261,         
30,T,190409,195501,40.714333N,73.946008W,-5   ,0   ,261,         
31,T,190409,195502,40.714333N,73.946008W,-5   ,0   ,261,         
32,T,190409,195503,40.714333N,73.946008W,-5   ,0   ,261,         
33,T,190409,195504,40.714333N,73.946008W,-5   ,0   ,261,         
34,T,190409,195505,40.714333N,73.946008W,-5   ,0   ,261,         
35,T,190409,195506,40.714333N,73.946008W,-5   ,0   ,261,         
36,T,190409,195507,40.714333N,73.946008W,-5   ,0   ,261,         
37,T,190409,195508,40.714333N,73.946008W,-5   ,0   ,261,         
38,T,190409,195509,40.714333N,73.946008W,-5   ,0   ,261,         
39,T,190409,195510,40.714333N,73.946008W,-5   ,0   ,261,         
40,T,190409,195511,40.714333N,73.946008W,-5   ,0   ,261,         
41,T,190409,195512,40.714333N,73.946008W,-5   ,0   ,261,         
42,T,190409,195513,40.714333N,73.946008W,-5   ,0   ,261,         
43,T,190409,195514,40.714333N,73.946008W,-5   ,0   ,261,         
44,T,190409,195515,40.714333N,73.946008W,-5   ,0   ,261,         
45,T,190409,195516,40.714334N,73.946029W,-5   ,5   ,276,         
46,T,190409,195517,40.714325N,73.946084W,-5   ,15  ,274,         
47,T,190409,195518,40.714314N,73.946163W,-5   ,23  ,273,         
48,T,190409,195519,40.714319N,73.946266W,-5   ,28  ,272,         
49,T,190409,195520,40.714319N,73.946375W,-5   ,31  ,271,         
50,T,190409,195521,40.714308N,73.946493W,-4   ,35  ,270,         
51,T,190409,195522,40.714291N,73.946613W,-4   ,36  ,270,         
52,T,190409,195523,40.714284N,73.946731W,-4   ,34  ,269,         
53,T,190409,195524,40.714269N,73.946849W,-4   ,34  ,268,         
54,T,190409,195525,40.714256N,73.946966W,-4   ,34  ,268,         
55,T,190409,195526,40.714243N,73.947083W,-4   ,35  ,267,         
56,T,190409,195527,40.714231N,73.947201W,-4   ,36  ,267,         
57,T,190409,195528,40.71422N,73.947318W,-4   ,35  ,265,         
58,T,190409,195529,40.71421N,73.94743W,-4   ,33  ,263,         
59,T,190409,195530,40.714199N,73.947541W,-4   ,33  ,263,         
60,T,190409,195531,40.714188N,73.947649W,-4   ,32  ,262,         
61,T,190409,195532,40.714183N,73.947758W,-4   ,32  ,262,         
62,T,190409,195533,40.714171N,73.947863W,-4   ,31  ,262,         
63,T,190409,195534,40.714159N,73.947964W,-4   ,31  ,262,         
64,T,190409,195535,40.714148N,73.948065W,-4   ,30  ,261,         
65,T,190409,195536,40.714135N,73.94817W,-4   ,31  ,261,         
66,T,190409,195537,40.714123N,73.948275W,-4   ,31  ,261,         
67,T,190409,195538,40.714109N,73.948371W,-4   ,28  ,261,         
68,T,190409,195539,40.714103N,73.948453W,-4   ,23  ,260,         
69,T,190409,195540,40.714101N,73.948515W,-4   ,17  ,261,         
70,T,190409,195541,40.714093N,73.948564W,-4   ,14  ,260,         
71,T,190409,195542,40.714088N,73.948606W,-3   ,12  ,259,         
72,T,190409,195543,40.714081N,73.948641W,-3   ,11  ,260,         
73,T,190409,195544,40.714076N,73.948681W,-3   ,12  ,260,         
74,T,190409,195545,40.714073N,73.948733W,-3   ,16  ,260,         
75,T,190409,195546,40.714064N,73.948801W,-3   ,19  ,262,         
76,T,190409,195547,40.714058N,73.948874W,-3   ,22  ,264,         
77,T,190409,195548,40.714049N,73.948963W,-3   ,23  ,264,         
78,T,190409,195549,40.714038N,73.949043W,-3   ,24  ,265,         
79,T,190409,195550,40.714036N,73.949131W,-3   ,24  ,264,         
80,T,190409,195551,40.714029N,73.94921W,-3   ,22  ,263,         
81,T,190409,195552,40.714024N,73.949279W,-3   ,20  ,262,         
82,T,190409,195553,40.714023N,73.949348W,-3   ,20  ,262,         
83,T,190409,195554,40.714016N,73.949414W,-3   ,21  ,262,         
84,T,190409,195555,40.714008N,73.949484W,-3   ,21  ,262,         
85,T,190409,195556,40.714N,73.949555W,-3   ,21  ,262,         
86,T,190409,195557,40.713995N,73.949619W,-3   ,21  ,262,         
87,T,190409,195558,40.71399N,73.949686W,-3   ,21  ,263,         
88,T,190409,195559,40.71399N,73.949754W,-3   ,21  ,264,         
89,T,190409,195600,40.713996N,73.949828W,-3   ,22  ,265,         
90,T,190409,195601,40.714008N,73.949905W,-3   ,24  ,277,         
91,T,190409,195602,40.714018N,73.949988W,-3   ,25  ,276,         
92,T,190409,195603,40.714028N,73.950076W,-3   ,26  ,276,         
93,T,190409,195604,40.714035N,73.950163W,-3   ,26  ,275,         
94,T,190409,195605,40.71404N,73.950244W,-4   ,24  ,274,         
95,T,190409,195606,40.714041N,73.950321W,-4   ,22  ,273,         
96,T,190409,195607,40.714045N,73.950393W,-4   ,21  ,272,         
97,T,190409,195608,40.714048N,73.950464W,-4   ,21  ,272,         
98,T,190409,195609,40.714048N,73.950538W,-4   ,22  ,270,         
99,T,190409,195610,40.714049N,73.950611W,-4   ,23  ,270,         
100,T,190409,195611,40.714055N,73.950683W,-5   ,23  ,269,         
101,T,190409,195612,40.714058N,73.950751W,-5   ,20  ,269,         
102,T,190409,195613,40.71406N,73.950805W,-5   ,14  ,268,         
103,T,190409,195614,40.714061N,73.950836W,-5   ,7   ,261,         
104,T,190409,195615,40.71406N,73.950846W,-6   ,0   ,261,         
105,T,190409,195616,40.71406N,73.950843W,-6   ,0   ,261,         
106,T,190409,195617,40.71406N,73.950838W,-6   ,0   ,261,         
107,T,190409,195618,40.714058N,73.950833W,-6   ,0   ,261,         
108,T,190409,195619,40.714058N,73.950829W,-6   ,0   ,261,         
109,T,190409,195620,40.714056N,73.950828W,-6   ,0   ,261,         
110,T,190409,195621,40.714056N,73.950828W,-6   ,0   ,261,         
111,T,190409,195622,40.714056N,73.950828W,-6   ,0   ,261,         
112,T,190409,195623,40.714056N,73.950828W,-6   ,0   ,261,         
113,T,190409,195624,40.714056N,73.950828W,-6   ,0   ,261,         
114,T,190409,195625,40.714058N,73.950828W,-6   ,0   ,261,         
115,T,190409,195626,40.714058N,73.950828W,-6   ,0   ,261,         
116,T,190409,195627,40.714058N,73.950828W,-6   ,0   ,261,         
117,T,190409,195628,40.714058N,73.950828W,-6   ,0   ,261,         
118,T,190409,195629,40.714056N,73.950828W,-6   ,0   ,261,         
119,T,190409,195630,40.714056N,73.950828W,-6   ,0   ,261,         
120,T,190409,195631,40.714058N,73.950828W,-6   ,0   ,261,         
121,T,190409,195632,40.714058N,73.950828W,-6   ,0   ,261,         
122,T,190409,195633,40.714058N,73.950828W,-6   ,0   ,261,         
123,T,190409,195634,40.714058N,73.950828W,-6   ,0   ,261,         
124,T,190409,195635,40.714058N,73.950828W,-6   ,0   ,261,         
125,T,190409,195636,40.714058N,73.950828W,-6   ,0   ,261,         
126,T,190409,195637,40.714058N,73.950828W,-6   ,0   ,261,         
127,T,190409,195638,40.714056N,73.950828W,-6   ,0   ,261,         
128,T,190409,195639,40.714058N,73.950828W,-6   ,0   ,261,         
129,T,190409,195640,40.714056N,73.950828W,-6   ,0   ,261,         
130,T,190409,195641,40.714056N,73.950828W,-6   ,0   ,261,         
131,T,190409,195642,40.714058N,73.950828W,-6   ,0   ,261,         
132,T,190409,195643,40.714056N,73.950828W,-6   ,0   ,261,         
133,T,190409,195644,40.714056N,73.950828W,-6   ,0   ,261,         
134,T,190409,195645,40.714056N,73.950828W,-6   ,0   ,261,         
135,T,190409,195646,40.714056N,73.950828W,-6   ,0   ,261,         
136,T,190409,195647,40.714056N,73.950829W,-6   ,0   ,261,         
137,T,190409,195648,40.714056N,73.950836W,-6   ,5   ,268,         
138,T,190409,195649,40.714056N,73.950868W,-6   ,12  ,269,         
139,T,190409,195650,40.714056N,73.950913W,-6   ,13  ,269,         
140,T,190409,195651,40.714055N,73.950958W,-6   ,13  ,270,         
141,T,190409,195652,40.714056N,73.951005W,-7   ,14  ,272,         
142,T,190409,195653,40.714058N,73.951053W,-7   ,15  ,269,         
143,T,190409,195654,40.71406N,73.951103W,-7   ,14  ,272,         
144,T,190409,195655,40.714064N,73.951151W,-7   ,14  ,272,         
145,T,190409,195656,40.714066N,73.951198W,-7   ,12  ,272,         
146,T,190409,195657,40.714066N,73.951233W,-7   ,9   ,266,         
147,T,190409,195658,40.714066N,73.95126W,-8   ,6   ,267,         
148,T,190409,195659,40.714066N,73.951286W,-8   ,8   ,269,         
149,T,190409,195700,40.714064N,73.951326W,-8   ,13  ,272,         
150,T,190409,195701,40.714068N,73.951378W,-8   ,16  ,275,         
151,T,190409,195702,40.714069N,73.95144W,-8   ,17  ,274,         
152,T,190409,195703,40.714069N,73.951501W,-9   ,17  ,274,         
153,T,190409,195704,40.714071N,73.951568W,-9   ,21  ,274,         
154,T,190409,195705,40.714086N,73.951659W,-9   ,29  ,275,         
155,T,190409,195706,40.714091N,73.951783W,-9   ,36  ,276,         
156,T,190409,195707,40.714088N,73.951928W,-9   ,41  ,277,         
157,T,190409,195708,40.714091N,73.952084W,-9   ,46  ,276,         
158,T,190409,195709,40.714094N,73.952246W,-9   ,47  ,273,         
159,T,190409,195710,40.714086N,73.952414W,-9   ,46  ,272,         
160,T,190409,195711,40.714083N,73.952568W,-10  ,45  ,270,         
161,T,190409,195712,40.714081N,73.952714W,-10  ,43  ,269,         
162,T,190409,195713,40.714075N,73.952858W,-10  ,42  ,268,         
163,T,190409,195715,40.714068N,73.953124W,-10  ,38  ,268,         
164,T,190409,195716,40.714063N,73.953246W,-10  ,37  ,267,         
165,T,190409,195717,40.714064N,73.953359W,-10  ,36  ,268,         
166,T,190409,195718,40.714071N,73.953473W,-11  ,35  ,269,         
167,T,190409,195719,40.714066N,73.953601W,-11  ,35  ,269,         
168,T,190409,195720,40.714063N,73.953723W,-12  ,35  ,270,         
169,T,190409,195721,40.714061N,73.953839W,-12  ,35  ,270,         
170,T,190409,195722,40.714056N,73.953953W,-12  ,33  ,270,         
171,T,190409,195723,40.714056N,73.954058W,-12  ,30  ,268,         
172,T,190409,195724,40.714051N,73.954151W,-13  ,27  ,267,         
173,T,190409,195725,40.714058N,73.954239W,-13  ,25  ,264,         
174,T,190409,195726,40.714069N,73.954311W,-13  ,22  ,263,         
175,T,190409,200054,40.714023N,73.954335W,-1   ,8   ,81 ,         
176,T,190409,200055,40.714026N,73.954305W,-1   ,8   ,81 ,         
177,T,190409,200056,40.714028N,73.954271W,-1   ,10  ,84 ,         
178,T,190409,200057,40.714031N,73.95423W,-1   ,13  ,85 ,         
179,T,190409,200058,40.714033N,73.954185W,-1   ,12  ,87 ,         
180,T,190409,200059,40.714036N,73.954138W,-1   ,14  ,81 ,         
181,T,190409,200100,40.714036N,73.954081W,-1   ,19  ,82 ,         
182,T,190409,200101,40.714036N,73.954011W,-1   ,22  ,83 ,         
183,T,190409,200102,40.714038N,73.953936W,-1   ,22  ,83 ,         
184,T,190409,200103,40.714038N,73.953863W,-1   ,22  ,84 ,         
185,T,190409,200104,40.714041N,73.953788W,-1   ,22  ,84 ,         
186,T,190409,200105,40.714041N,73.953708W,-1   ,22  ,85 ,         
187,T,190409,200106,40.714041N,73.953628W,-1   ,22  ,86 ,         
188,T,190409,200107,40.714038N,73.953543W,-1   ,27  ,86 ,         
189,T,190409,200108,40.714033N,73.953446W,-1   ,28  ,87 ,         
190,T,190409,200109,40.714026N,73.953351W,-0   ,28  ,87 ,         
191,T,190409,200110,40.714011N,73.953256W,-0   ,29  ,100,         
192,T,190409,200111,40.714019N,73.953133W,-0   ,33  ,99 ,         
193,T,190409,200112,40.714024N,73.952998W,-0   ,37  ,98 ,         
194,T,190409,200113,40.714038N,73.952845W,-0   ,40  ,96 ,         
195,T,190409,200114,40.714046N,73.952706W,-0   ,38  ,95 ,         
196,T,190409,200115,40.714048N,73.95257W,-0   ,37  ,95 ,         
197,T,190409,200116,40.714049N,73.952439W,-0   ,36  ,94 ,         
198,T,190409,200117,40.714048N,73.952309W,0    ,35  ,93 ,         
199,T,190409,200118,40.714048N,73.952188W,0    ,31  ,91 ,         
200,T,190409,200119,40.714048N,73.952084W,0    ,27  ,89 ,         
201,T,190409,200120,40.714046N,73.951988W,0    ,26  ,88 ,         
202,T,190409,200121,40.714049N,73.951893W,1    ,27  ,87 ,         
203,T,190409,200122,40.714051N,73.951794W,1    ,29  ,87 ,         
204,T,190409,200123,40.714055N,73.951688W,1    ,32  ,88 ,         
205,T,190409,200124,40.714058N,73.95158W,1    ,31  ,87 ,         
206,T,190409,200125,40.71406N,73.951483W,1    ,26  ,87 ,         
207,T,190409,200126,40.71406N,73.951403W,1    ,20  ,88 ,         
208,T,190409,200127,40.714058N,73.951326W,1    ,19  ,89 ,         
209,T,190409,200128,40.714056N,73.951256W,2    ,19  ,90 ,         
210,T,190409,200129,40.714056N,73.951189W,2    ,20  ,90 ,         
211,T,190409,200130,40.714061N,73.951114W,2    ,22  ,90 ,         
212,T,190409,200131,40.71406N,73.951036W,2    ,22  ,89 ,         
213,T,190409,200132,40.714061N,73.95096W,2    ,21  ,89 ,         
214,T,190409,200133,40.714064N,73.950879W,3    ,23  ,88 ,         
215,T,190409,200134,40.714068N,73.950796W,4    ,26  ,88 ,         
216,T,190409,200135,40.714068N,73.950709W,4    ,27  ,88 ,         
217,T,190409,200136,40.714068N,73.950621W,4    ,26  ,89 ,         
218,T,190409,200137,40.714068N,73.950539W,4    ,24  ,89 ,         
219,T,190409,200138,40.714068N,73.950461W,5    ,23  ,90 ,         
220,T,190409,200139,40.714068N,73.950383W,5    ,24  ,90 ,         
221,T,190409,200140,40.714068N,73.950303W,5    ,23  ,90 ,         
222,T,190409,200141,40.714068N,73.950214W,5    ,27  ,89 ,         
223,T,190409,200142,40.714064N,73.950111W,6    ,29  ,89 ,         
224,T,190409,200143,40.714063N,73.950008W,7    ,31  ,89 ,         
225,T,190409,200144,40.714063N,73.949903W,7    ,30  ,90 ,         
226,T,190409,200145,40.714063N,73.949801W,8    ,29  ,90 ,         
227,T,190409,200146,40.714061N,73.949699W,9    ,30  ,89 ,         
228,T,190409,200147,40.714063N,73.9496W,9    ,29  ,89 ,         
229,T,190409,200148,40.714063N,73.949499W,9    ,30  ,89 ,         
230,T,190409,200149,40.714064N,73.949403W,10   ,29  ,89 ,         
231,T,190409,200150,40.714066N,73.949306W,10   ,28  ,88 ,         
232,T,190409,200151,40.714071N,73.94921W,10   ,29  ,87 ,         
233,T,190409,200152,40.714078N,73.94911W,10   ,29  ,85 ,         
234,T,190409,200153,40.714086N,73.949013W,11   ,28  ,83 ,         
235,T,190409,200154,40.714094N,73.948916W,11   ,28  ,81 ,         
236,T,190409,200155,40.714106N,73.948818W,12   ,30  ,80 ,         
237,T,190409,200156,40.714118N,73.948713W,12   ,31  ,80 ,         
238,T,190409,200157,40.71413N,73.948603W,13   ,33  ,81 ,         
239,T,190409,200158,40.714136N,73.948481W,13   ,33  ,82 ,         
240,T,190409,200159,40.714146N,73.948366W,14   ,33  ,83 ,         
241,T,190409,200200,40.714153N,73.94826W,14   ,32  ,84 ,         
242,T,190409,200201,40.714158N,73.948156W,15   ,30  ,84 ,         
243,T,190409,200202,40.714166N,73.948061W,16   ,26  ,83 ,         
244,T,190409,200203,40.714181N,73.947981W,16   ,23  ,82 ,         
245,T,190409,200204,40.71419N,73.947909W,17   ,22  ,81 ,         
246,T,190409,200205,40.714198N,73.947838W,17   ,21  ,81 ,         
247,T,190409,200206,40.714208N,73.947766W,18   ,22  ,80 ,         
248,T,190409,200207,40.714215N,73.947694W,18   ,22  ,80 ,         
249,T,190409,200208,40.714223N,73.947621W,18   ,22  ,81 ,         
250,T,190409,200209,40.714229N,73.947543W,18   ,26  ,81 ,         
251,T,190409,200210,40.71424N,73.94745W,18   ,30  ,82 ,         
252,T,190409,200211,40.714248N,73.947343W,18   ,34  ,83 ,         
253,T,190409,200212,40.714258N,73.947228W,18   ,36  ,83 ,         
254,T,190409,200213,40.714268N,73.947111W,18   ,35  ,83 ,         
255,T,190409,200214,40.71428N,73.946996W,18   ,35  ,83 ,         
256,T,190409,200215,40.714289N,73.946879W,18   ,35  ,83 ,         
257,T,190409,200216,40.714301N,73.946761W,19   ,36  ,83 ,         
258,T,190409,200217,40.714313N,73.946641W,19   ,37  ,83 ,         
259,T,190409,200218,40.714325N,73.946521W,19   ,37  ,82 ,         
260,T,190409,200219,40.714334N,73.946403W,19   ,36  ,82 ,         
261,T,190409,200220,40.714345N,73.946286W,19   ,35  ,82 ,         
262,T,190409,200221,40.714353N,73.94617W,19   ,35  ,83 ,         
263,T,190409,200222,40.714363N,73.946056W,19   ,34  ,83 ,         
264,T,190409,200223,40.714374N,73.945939W,19   ,36  ,83 ,         
265,T,190409,200224,40.71439N,73.945816W,20   ,38  ,82 ,         
266,T,190409,200225,40.714403N,73.945688W,20   ,40  ,81 ,         
267,T,190409,200226,40.714416N,73.945556W,20   ,40  ,81 ,         
268,T,190409,200227,40.714428N,73.945425W,20   ,39  ,82 ,         
269,T,190409,200228,40.714438N,73.945298W,20   ,37  ,83 ,         
270,T,190409,200229,40.714449N,73.945183W,20   ,33  ,83 ,         
271,T,190409,200230,40.714458N,73.945088W,20   ,26  ,83 ,         
272,T,190409,200231,40.714464N,73.945011W,20   ,20  ,83 ,         
273,T,190409,200232,40.714468N,73.944953W,20   ,16  ,82 ,         
274,T,190409,200233,40.714471N,73.944906W,20   ,13  ,82 ,         
275,T,190409,200234,40.714475N,73.944866W,20   ,13  ,82 ,         
276,T,190409,200235,40.714478N,73.944825W,20   ,14  ,82 ,         
277,T,190409,200236,40.714481N,73.944778W,21   ,16  ,82 ,         
278,T,190409,200237,40.714486N,73.944718W,21   ,20  ,82 ,         
279,T,190409,200238,40.714494N,73.944648W,21   ,21  ,82 ,         
280,T,190409,200239,40.714501N,73.944588W,21   ,15  ,82 ,         
281,T,190409,200240,40.714505N,73.944555W,21   ,7   ,82 ,         
282,T,190409,200241,40.714508N,73.944541W,21   ,0   ,82 ,         
283,T,190409,200242,40.714508N,73.944541W,21   ,0   ,82 ,         
284,T,190409,200243,40.714508N,73.944544W,21   ,0   ,82 ,         
285,T,190409,200244,40.714508N,73.944546W,21   ,0   ,82 ,         
286,T,190409,200245,40.714509N,73.944548W,21   ,0   ,82 ,         
287,T,190409,200246,40.714509N,73.94455W,21   ,0   ,82 ,         
288,T,190409,200247,40.714509N,73.944551W,21   ,0   ,82 ,         
289,T,190409,200248,40.714509N,73.944551W,21   ,0   ,82 ,         
290,T,190409,200249,40.714509N,73.944553W,21   ,0   ,82 ,         
291,T,190409,200250,40.714509N,73.944555W,21   ,0   ,82 ,         
292,T,190409,200251,40.714509N,73.944556W,21   ,0   ,82 ,         
293,T,190409,200252,40.714509N,73.944556W,21   ,0   ,82 ,         
294,T,190409,200253,40.714508N,73.944558W,21   ,0   ,82 ,         
295,T,190409,200254,40.714508N,73.944559W,21   ,0   ,82 ,         
296,T,190409,200255,40.714506N,73.944563W,21   ,0   ,82 ,         
297,T,190409,200256,40.714506N,73.944563W,21   ,0   ,82 ,         
298,T,190409,200257,40.714506N,73.944565W,21   ,0   ,82 ,         
299,T,190409,200258,40.714506N,73.944566W,21   ,0   ,82 ,         
300,T,190409,200259,40.714506N,73.944568W,21   ,0   ,82 ,         
301,T,190409,200300,40.714506N,73.944569W,21   ,0   ,82 ,         
302,T,190409,200301,40.714506N,73.944571W,21   ,0   ,82 ,         
303,T,190409,200302,40.714506N,73.944573W,21   ,0   ,82 ,         
304,T,190409,200303,40.714508N,73.944573W,21   ,0   ,82 ,         
305,T,190409,200304,40.714508N,73.944574W,21   ,0   ,82 ,         
306,T,190409,200305,40.714509N,73.944574W,21   ,0   ,82 ,         
307,T,190409,200306,40.714509N,73.944576W,21   ,0   ,82 ,         
308,T,190409,200307,40.714511N,73.944576W,22   ,0   ,82 ,         
309,T,190409,200308,40.714511N,73.944578W,22   ,0   ,82 ,         
310,T,190409,200309,40.714511N,73.944578W,22   ,0   ,82 ,         
311,T,190409,200310,40.714511N,73.94458W,22   ,0   ,82 ,         
312,T,190409,200311,40.714511N,73.94458W,22   ,0   ,82 ,         
313,T,190409,200312,40.714513N,73.944581W,22   ,0   ,82 ,         
314,T,190409,200313,40.714513N,73.944581W,23   ,0   ,82 ,         
315,T,190409,200314,40.714513N,73.944583W,23   ,0   ,82 ,         
316,T,190409,200315,40.714513N,73.944583W,23   ,0   ,82 ,         
317,T,190409,200316,40.714515N,73.944584W,23   ,0   ,82 ,         
318,T,190409,200317,40.714515N,73.944584W,23   ,0   ,82 ,         
319,T,190409,200318,40.714515N,73.944584W,24   ,0   ,82 ,         
320,T,190409,200319,40.714516N,73.944586W,24   ,0   ,82 ,         
321,T,190409,200320,40.714516N,73.944586W,24   ,0   ,82 ,         
322,T,190409,200321,40.714518N,73.944586W,24   ,0   ,82 ,         
323,T,190409,200322,40.714518N,73.944586W,24   ,0   ,82 ,         
324,T,190409,200323,40.71452N,73.944586W,24   ,0   ,82 ,         
325,T,190409,200324,40.71452N,73.944586W,25   ,0   ,82 ,         
326,T,190409,200325,40.714521N,73.944584W,25   ,0   ,82 ,         
327,T,190409,200326,40.714521N,73.944578W,25   ,0   ,82 ,         
328,T,190409,200327,40.714523N,73.944566W,25   ,5   ,82 ,         
329,T,190409,200328,40.714526N,73.944538W,25   ,10  ,82 ,         
330,T,190409,200329,40.71453N,73.94449W,25   ,15  ,83 ,         
331,T,190409,200330,40.714533N,73.94443W,25   ,19  ,83 ,         
332,T,190409,200817,40.714503N,73.944503W,7    ,32  ,261,         
333,T,190409,200818,40.714498N,73.944614W,7    ,33  ,262,         
334,T,190409,200819,40.71449N,73.944728W,7    ,33  ,263,         
335,T,190409,200820,40.714483N,73.944833W,7    ,33  ,263,         
336,T,190409,200821,40.714473N,73.944945W,7    ,32  ,264,         
337,T,190409,200822,40.71446N,73.94505W,7    ,32  ,263,         
338,T,190409,200823,40.714451N,73.945154W,7    ,32  ,263,         
339,T,190409,200824,40.714448N,73.945275W,7    ,32  ,265,         
340,T,190409,200825,40.714431N,73.945393W,7    ,33  ,265,         
341,T,190409,200826,40.714419N,73.945516W,7    ,34  ,266,         
342,T,190409,200827,40.714416N,73.945636W,7    ,35  ,266,         
343,T,190409,200828,40.714411N,73.945756W,7    ,36  ,266,         
344,T,190409,200829,40.714396N,73.945884W,7    ,37  ,266,         
345,T,190409,200830,40.714376N,73.946033W,7    ,38  ,265,         
346,T,190409,200831,40.714355N,73.946158W,8    ,38  ,264,         
347,T,190409,200832,40.714336N,73.946278W,8    ,37  ,263,         
348,T,190409,200833,40.714319N,73.946403W,8    ,38  ,262,         
349,T,190409,200834,40.714303N,73.946523W,8    ,37  ,261,         
350,T,190409,200835,40.714296N,73.946639W,8    ,35  ,262,         
351,T,190409,200836,40.714286N,73.946753W,8    ,34  ,263,         
352,T,190409,200837,40.714276N,73.946863W,8    ,34  ,263,         
353,T,190409,200838,40.714269N,73.946968W,8    ,30  ,264,         
354,T,190409,200839,40.714273N,73.947044W,9    ,24  ,264,         
355,T,190409,200840,40.714269N,73.947108W,9    ,19  ,264,         
356,T,190409,200841,40.714265N,73.947166W,9    ,17  ,265,         
357,T,190409,200842,40.714268N,73.947213W,9    ,15  ,265,         
358,T,190409,200843,40.714269N,73.947258W,10   ,14  ,259,         
359,T,190409,200844,40.714269N,73.947296W,10   ,11  ,259,         
360,T,190409,200845,40.714269N,73.947323W,10   ,7   ,258,         
361,T,190409,200846,40.714271N,73.947336W,10   ,0   ,258,         
362,T,190409,200847,40.714273N,73.947341W,10   ,0   ,258,         
363,T,190409,200848,40.714274N,73.947341W,9    ,0   ,258,         
364,T,190409,200849,40.714276N,73.947338W,9    ,0   ,258,         
365,T,190409,200850,40.714274N,73.947338W,9    ,0   ,258,         
366,T,190409,200851,40.714274N,73.947338W,9    ,0   ,258,         
367,T,190409,200852,40.714273N,73.947338W,9    ,0   ,258,         
368,T,190409,200853,40.714273N,73.947336W,9    ,0   ,258,         
369,T,190409,200854,40.714273N,73.947336W,9    ,0   ,258,         
370,T,190409,200855,40.714273N,73.947336W,9    ,0   ,258,         
371,T,190409,200856,40.714273N,73.947336W,9    ,0   ,258,         
372,T,190409,200857,40.714273N,73.947334W,9    ,0   ,258,         
373,T,190409,200858,40.714273N,73.947333W,9    ,0   ,258,         
374,T,190409,200859,40.714273N,73.947333W,9    ,0   ,258,         
375,T,190409,200900,40.714273N,73.947333W,9    ,0   ,258,         
376,T,190409,200901,40.714273N,73.947333W,9    ,0   ,258,         
377,T,190409,200902,40.714273N,73.947331W,9    ,0   ,258,         
378,T,190409,200903,40.714273N,73.947331W,9    ,0   ,258,         
379,T,190409,200904,40.714271N,73.947331W,9    ,0   ,258,         
380,T,190409,200905,40.714271N,73.947331W,9    ,0   ,258,         
381,T,190409,200906,40.714271N,73.947329W,9    ,0   ,258,         
382,T,190409,200907,40.714271N,73.947329W,9    ,0   ,258,         
383,T,190409,200908,40.714271N,73.947329W,9    ,0   ,258,         
384,T,190409,200909,40.714273N,73.947333W,9    ,0   ,258,         
385,T,190409,200910,40.714274N,73.947338W,9    ,0   ,258,         
386,T,190409,200911,40.714276N,73.947348W,9    ,3   ,258,         
387,T,190409,200912,40.714286N,73.947376W,9    ,5   ,289,         
388,T,190409,200913,40.714301N,73.947424W,9    ,10  ,286,         
389,T,190409,200914,40.714301N,73.947476W,9    ,13  ,285,         
390,T,190409,200915,40.714276N,73.947561W,9    ,16  ,283,         
391,T,190409,200916,40.714281N,73.947614W,10   ,14  ,282,         
392,T,190409,200917,40.71428N,73.947666W,10   ,10  ,280,         
393,T,190409,200918,40.714271N,73.9477W,10   ,9   ,279,         
394,T,190409,200919,40.714256N,73.947739W,10   ,10  ,277,         
