INDEX,TAG,DATE,TIME,LATITUDE N/S,LONGITUDE E/W,HEIGHT,SPEED,HEADING,VOX
1482,T,190409,204511,40.714319N,73.946471W,15   ,0   ,96 ,         
1483,T,190409,204512,40.714319N,73.946471W,15   ,0   ,96 ,         
1484,T,190409,204513,40.714319N,73.946471W,15   ,0   ,96 ,         
1485,T,190409,204514,40.714319N,73.946471W,15   ,0   ,96 ,         
1486,T,190409,204515,40.714319N,73.946471W,15   ,0   ,96 ,         
1487,T,190409,204516,40.714319N,73.946471W,15   ,0   ,96 ,         
1488,T,190409,204517,40.714319N,73.946471W,15   ,0   ,96 ,         
1489,T,190409,204518,40.714319N,73.946471W,15   ,0   ,96 ,         
1490,T,190409,204519,40.714319N,73.946466W,15   ,5   ,82 ,         
1491,T,190409,204520,40.714321N,73.946441W,15   ,9   ,82 ,         
1492,T,190409,204521,40.714328N,73.946393W,15   ,14  ,82 ,         
1493,T,190409,204522,40.71435N,73.946336W,16   ,19  ,80 ,         
1494,T,190409,204523,40.714371N,73.94626W,16   ,23  ,80 ,         
1495,T,190409,204524,40.714395N,73.946178W,17   ,25  ,82 ,         
1496,T,190409,204525,40.714404N,73.946093W,17   ,24  ,82 ,         
1497,T,190409,204526,40.714406N,73.946009W,18   ,23  ,83 ,         
1498,T,190409,204527,40.714408N,73.945933W,18   ,22  ,84 ,         
1499,T,190409,204528,40.714409N,73.945858W,18   ,22  ,84 ,         
1500,T,190409,204529,40.714416N,73.945788W,18   ,21  ,84 ,         
1501,T,190409,204530,40.714423N,73.945714W,18   ,23  ,83 ,         
1502,T,190409,204531,40.714431N,73.945641W,18   ,21  ,81 ,         
1503,T,190409,204532,40.714441N,73.945576W,18   ,18  ,80 ,         
1504,T,190409,204533,40.714448N,73.945518W,18   ,16  ,79 ,         
1505,T,190409,204534,40.714449N,73.945468W,18   ,13  ,80 ,         
1506,T,190409,204535,40.714453N,73.945433W,18   ,8   ,82 ,         
1507,T,190409,204536,40.714454N,73.945408W,18   ,6   ,82 ,         
1508,T,190409,204537,40.71446N,73.945383W,18   ,9   ,82 ,         
1509,T,190409,204538,40.714463N,73.945344W,18   ,13  ,83 ,         
1510,T,190409,204539,40.714466N,73.945296W,18   ,14  ,83 ,         
1511,T,190409,204540,40.71447N,73.945248W,18   ,14  ,83 ,         
1512,T,190409,204541,40.714473N,73.945199W,18   ,14  ,83 ,         
1513,T,190409,204542,40.714476N,73.945151W,18   ,15  ,83 ,         
1514,T,190409,204543,40.714481N,73.945096W,18   ,17  ,83 ,         
1515,T,190409,204544,40.714486N,73.945031W,18   ,21  ,83 ,         
1516,T,190409,204545,40.714493N,73.944956W,18   ,23  ,83 ,         
1517,T,190409,204546,40.714499N,73.944876W,18   ,24  ,83 ,         
1518,T,190409,204547,40.714509N,73.944794W,18   ,25  ,83 ,         
1519,T,190409,204548,40.714516N,73.944713W,18   ,24  ,83 ,         
1520,T,190409,204549,40.714523N,73.944631W,18   ,24  ,83 ,         
1521,T,190409,204550,40.714531N,73.94455W,18   ,26  ,83 ,         
1522,T,190409,204551,40.714539N,73.94446W,19   ,28  ,83 ,         
1523,T,190409,205540,40.714634N,73.944478W,13   ,27  ,263,         
1524,T,190409,205541,40.714626N,73.944573W,13   ,28  ,263,         
1525,T,190409,205542,40.714618N,73.944668W,14   ,27  ,263,         
1526,T,190409,205543,40.71461N,73.94476W,14   ,27  ,263,         
1527,T,190409,205544,40.714601N,73.944851W,14   ,27  ,263,         
1528,T,190409,205545,40.714593N,73.944945W,14   ,28  ,263,         
1529,T,190409,205546,40.714581N,73.945039W,15   ,27  ,263,         
1530,T,190409,205547,40.714571N,73.945134W,15   ,27  ,262,         
1531,T,190409,205548,40.714563N,73.945224W,15   ,26  ,262,         
1532,T,190409,205549,40.714556N,73.945313W,15   ,26  ,262,         
1533,T,190409,205550,40.714551N,73.945403W,15   ,27  ,263,         
1534,T,190409,205551,40.714541N,73.945501W,15   ,30  ,263,         
1535,T,190409,205552,40.714531N,73.945606W,15   ,32  ,263,         
1536,T,190409,205553,40.714523N,73.945711W,15   ,31  ,263,         
1537,T,190409,205554,40.714518N,73.945813W,15   ,30  ,263,         
1538,T,190409,205555,40.714509N,73.945914W,15   ,30  ,263,         
1539,T,190409,205556,40.714496N,73.946019W,16   ,31  ,263,         
1540,T,190409,205557,40.714485N,73.946128W,16   ,32  ,263,         
1541,T,190409,205558,40.714473N,73.946236W,15   ,31  ,263,         
1542,T,190409,205601,40.71444N,73.946585W,14   ,35  ,263,         
1543,T,190409,205602,40.71443N,73.946705W,14   ,36  ,263,         
1544,T,190409,205603,40.714413N,73.946828W,13   ,36  ,262,         
1545,T,190409,205604,40.714398N,73.946948W,12   ,36  ,262,         
1546,T,190409,205605,40.714386N,73.947064W,12   ,33  ,262,         
1547,T,190409,205606,40.714374N,73.947178W,12   ,33  ,262,         
1548,T,190409,205607,40.714366N,73.947293W,12   ,34  ,263,         
1549,T,190409,205608,40.714358N,73.947405W,12   ,34  ,263,         
1550,T,190409,205610,40.714336N,73.947625W,11   ,32  ,263,         
1551,T,190409,205611,40.714323N,73.947731W,11   ,32  ,262,         
1552,T,190409,205612,40.714311N,73.947841W,11   ,33  ,262,         
1553,T,190409,205613,40.714298N,73.947958W,11   ,34  ,261,         
1554,T,190409,205615,40.714274N,73.94819W,10   ,35  ,262,         
1555,T,190409,205616,40.714263N,73.948305W,10   ,34  ,262,         
1556,T,190409,205617,40.714253N,73.948416W,10   ,33  ,263,         
1557,T,190409,205618,40.714243N,73.948524W,9    ,33  ,263,         
1558,T,190409,205619,40.714233N,73.948633W,9    ,32  ,263,         
1559,T,190409,205620,40.714223N,73.948741W,9    ,32  ,262,         
1560,T,190409,205621,40.714213N,73.948845W,9    ,30  ,263,         
1561,T,190409,205622,40.714203N,73.948923W,8    ,20  ,262,         
1562,T,190409,205623,40.714186N,73.948964W,8    ,10  ,261,         
1563,T,190409,205624,40.714184N,73.948981W,8    ,4   ,261,         
1564,T,190409,205625,40.714186N,73.948989W,8    ,0   ,261,         
1565,T,190409,205626,40.714188N,73.948986W,8    ,0   ,261,         
1566,T,190409,205627,40.714188N,73.948983W,9    ,0   ,261,         
1567,T,190409,205628,40.714188N,73.948981W,10   ,0   ,261,         
1568,T,190409,205629,40.714188N,73.948981W,10   ,0   ,261,         
1569,T,190409,205630,40.714188N,73.948979W,9    ,0   ,261,         
1570,T,190409,205631,40.714188N,73.948979W,9    ,0   ,261,         
1571,T,190409,205632,40.714188N,73.948979W,9    ,0   ,261,         
1572,T,190409,205633,40.714188N,73.948979W,9    ,0   ,261,         
1573,T,190409,205634,40.714188N,73.948979W,9    ,0   ,261,         
1574,T,190409,205635,40.714188N,73.948979W,9    ,0   ,261,         
1575,T,190409,205636,40.714188N,73.948979W,9    ,0   ,261,         
1576,T,190409,205637,40.714188N,73.948979W,9    ,0   ,261,         
1577,T,190409,205638,40.714188N,73.948979W,9    ,0   ,261,         
1578,T,190409,205639,40.714188N,73.948979W,9    ,0   ,261,         
1579,T,190409,205640,40.714188N,73.948979W,9    ,0   ,261,         
1580,T,190409,205641,40.714188N,73.948979W,9    ,0   ,261,         
1581,T,190409,205642,40.714188N,73.948979W,9    ,0   ,261,         
1582,T,190409,205643,40.714188N,73.948979W,9    ,0   ,261,         
1583,T,190409,205644,40.714188N,73.948979W,9    ,0   ,261,         
1584,T,190409,205645,40.714188N,73.948979W,9    ,0   ,261,         
1585,T,190409,205646,40.714188N,73.948979W,9    ,0   ,261,         
1586,T,190409,205647,40.714188N,73.948979W,9    ,0   ,261,         
1587,T,190409,205648,40.714188N,73.948979W,9    ,0   ,261,         
1588,T,190409,205649,40.714188N,73.948979W,9    ,0   ,261,         
1589,T,190409,205650,40.714188N,73.948979W,9    ,0   ,261,         
1590,T,190409,205651,40.714188N,73.948979W,9    ,0   ,261,         
1591,T,190409,205652,40.714188N,73.948979W,9    ,0   ,261,         
1592,T,190409,205653,40.714188N,73.948979W,9    ,0   ,261,         
1593,T,190409,205654,40.714188N,73.948979W,9    ,0   ,261,         
1594,T,190409,205655,40.714188N,73.948979W,9    ,0   ,261,         
1595,T,190409,205656,40.714188N,73.948979W,9    ,0   ,261,         
1596,T,190409,205657,40.714188N,73.948979W,9    ,0   ,261,         
1597,T,190409,205658,40.714188N,73.948979W,9    ,0   ,261,         
1598,T,190409,205659,40.714188N,73.948988W,9    ,7   ,263,         
1599,T,190409,205700,40.714181N,73.949031W,9    ,15  ,261,         
1600,T,190409,205701,40.714161N,73.949098W,9    ,18  ,262,         
1601,T,190409,205702,40.714156N,73.949169W,9    ,19  ,263,         
1602,T,190409,205703,40.714153N,73.949241W,8    ,20  ,263,         
1603,T,190409,205704,40.714151N,73.949316W,8    ,21  ,265,         
1604,T,190409,205705,40.714148N,73.949386W,8    ,20  ,267,         
1605,T,190409,205706,40.714145N,73.949456W,8    ,20  ,267,         
1606,T,190409,205707,40.714143N,73.949529W,8    ,21  ,269,         
1607,T,190409,205708,40.714141N,73.949608W,8    ,22  ,270,         
1608,T,190409,205709,40.714138N,73.949683W,8    ,22  ,270,         
1609,T,190409,205710,40.714136N,73.949761W,9    ,23  ,271,         
1610,T,190409,205711,40.714136N,73.949844W,8    ,24  ,270,         
1611,T,190409,205712,40.714136N,73.949931W,8    ,25  ,271,         
1612,T,190409,205713,40.714138N,73.950013W,7    ,25  ,271,         
1613,T,190409,205714,40.714139N,73.9501W,6    ,26  ,271,         
1614,T,190409,205715,40.714143N,73.950193W,5    ,27  ,271,         
1615,T,190409,205716,40.714146N,73.950286W,5    ,27  ,271,         
1616,T,190409,205717,40.714148N,73.950379W,4    ,27  ,270,         
1617,T,190409,205718,40.71415N,73.950475W,4    ,28  ,270,         
1618,T,190409,205719,40.714153N,73.95057W,4    ,28  ,270,         
1619,T,190409,205720,40.714154N,73.950663W,3    ,28  ,270,         
1620,T,190409,205721,40.714156N,73.950754W,3    ,26  ,270,         
1621,T,190409,205722,40.714156N,73.950841W,3    ,25  ,270,         
1622,T,190409,205723,40.714156N,73.950926W,3    ,25  ,269,         
1623,T,190409,205724,40.714154N,73.951009W,3    ,24  ,269,         
1624,T,190409,205725,40.714154N,73.951088W,3    ,22  ,269,         
1625,T,190409,205726,40.714154N,73.951159W,3    ,21  ,269,         
1626,T,190409,205727,40.714154N,73.951223W,3    ,17  ,269,         
1627,T,190409,205728,40.714154N,73.951275W,3    ,14  ,270,         
1628,T,190409,205729,40.714156N,73.951318W,2    ,12  ,272,         
1629,T,190409,205730,40.714159N,73.951359W,3    ,13  ,280,         
1630,T,190409,205731,40.714165N,73.9514W,2    ,11  ,278,         
1631,T,190409,205732,40.71417N,73.951438W,2    ,13  ,275,         
1632,T,190409,205733,40.714168N,73.951504W,2    ,20  ,268,         
1633,T,190409,205734,40.714166N,73.951583W,2    ,26  ,269,         
1634,T,190409,205735,40.714171N,73.951673W,2    ,28  ,271,         
1635,T,190409,205736,40.714173N,73.951768W,2    ,29  ,270,         
1636,T,190409,205737,40.714173N,73.951864W,2    ,29  ,271,         
1637,T,190409,205738,40.714171N,73.951968W,2    ,31  ,269,         
1638,T,190409,205740,40.714168N,73.952183W,2    ,31  ,269,         
1639,T,190409,205741,40.714159N,73.952279W,3    ,30  ,268,         
1640,T,190409,205742,40.714151N,73.952373W,4    ,28  ,268,         
1641,T,190409,205743,40.71415N,73.952465W,4    ,24  ,269,         
1642,T,190409,205744,40.714148N,73.952534W,4    ,18  ,269,         
1643,T,190409,205745,40.71415N,73.952583W,4    ,11  ,270,         
1644,T,190409,205746,40.71415N,73.952611W,4    ,5   ,270,         
1645,T,190409,205747,40.714148N,73.952623W,4    ,0   ,270,         
1646,T,190409,205748,40.714148N,73.952623W,4    ,0   ,270,         
1647,T,190409,205749,40.714148N,73.952624W,4    ,0   ,270,         
1648,T,190409,205750,40.714148N,73.952626W,4    ,0   ,270,         
1649,T,190409,205751,40.714148N,73.952626W,4    ,0   ,270,         
1650,T,190409,205752,40.714148N,73.952628W,4    ,0   ,270,         
1651,T,190409,205753,40.714148N,73.952628W,4    ,0   ,270,         
1652,T,190409,205754,40.714148N,73.952628W,4    ,0   ,270,         
1653,T,190409,205755,40.714148N,73.952628W,4    ,0   ,270,         
1654,T,190409,205756,40.714148N,73.952628W,4    ,0   ,270,         
1655,T,190409,205757,40.714148N,73.952628W,4    ,0   ,270,         
1656,T,190409,205758,40.714148N,73.952628W,4    ,0   ,270,         
1657,T,190409,205759,40.714148N,73.952628W,4    ,0   ,270,         
1658,T,190409,205800,40.714148N,73.952628W,4    ,0   ,270,         
1659,T,190409,205801,40.714148N,73.952628W,4    ,0   ,270,         
1660,T,190409,205802,40.714148N,73.952628W,4    ,0   ,270,         
1661,T,190409,205803,40.714148N,73.952628W,4    ,0   ,270,         
1662,T,190409,205804,40.714148N,73.952628W,4    ,0   ,270,         
1663,T,190409,205805,40.714148N,73.952628W,4    ,0   ,270,         
1664,T,190409,205806,40.714148N,73.952628W,4    ,0   ,270,         
1665,T,190409,205807,40.714148N,73.952628W,4    ,0   ,270,         
1666,T,190409,205808,40.714148N,73.952628W,4    ,0   ,270,         
1667,T,190409,205809,40.714148N,73.952628W,4    ,0   ,270,         
1668,T,190409,205810,40.714148N,73.952628W,4    ,0   ,270,         
1669,T,190409,205811,40.714148N,73.952628W,4    ,0   ,270,         
1670,T,190409,205812,40.714148N,73.952628W,4    ,0   ,270,         
1671,T,190409,205813,40.714148N,73.952628W,4    ,0   ,270,         
1672,T,190409,205814,40.714148N,73.952628W,4    ,0   ,270,         
1673,T,190409,205815,40.714148N,73.952628W,4    ,0   ,270,         
1674,T,190409,205816,40.714148N,73.952628W,4    ,0   ,270,         
1675,T,190409,205817,40.714148N,73.952628W,4    ,0   ,270,         
1676,T,190409,205818,40.714148N,73.952628W,4    ,0   ,270,         
1677,T,190409,205819,40.714148N,73.952628W,5    ,0   ,270,         
1678,T,190409,205820,40.714148N,73.952628W,5    ,0   ,270,         
1679,T,190409,205821,40.714148N,73.952628W,5    ,0   ,270,         
1680,T,190409,205822,40.714148N,73.952628W,5    ,0   ,270,         
1681,T,190409,205823,40.714148N,73.952628W,5    ,0   ,270,         
1682,T,190409,205824,40.714148N,73.952628W,5    ,0   ,270,         
1683,T,190409,205825,40.714148N,73.952628W,5    ,0   ,270,         
1684,T,190409,205826,40.714148N,73.952628W,5    ,0   ,270,         
1685,T,190409,205827,40.714148N,73.952628W,5    ,0   ,270,         
1686,T,190409,205828,40.714148N,73.952628W,5    ,0   ,270,         
1687,T,190409,205829,40.714148N,73.952628W,5    ,0   ,270,         
1688,T,190409,205830,40.714148N,73.952628W,5    ,0   ,270,         
1689,T,190409,205831,40.714148N,73.952628W,5    ,0   ,270,         
1690,T,190409,205832,40.714148N,73.952628W,5    ,0   ,270,         
1691,T,190409,205833,40.714148N,73.952628W,5    ,0   ,270,         
1692,T,190409,205834,40.714148N,73.952631W,5    ,6   ,272,         
1693,T,190409,205835,40.714148N,73.952665W,5    ,12  ,271,         
1694,T,190409,205836,40.714145N,73.95272W,5    ,17  ,271,         
1695,T,190409,205837,40.714141N,73.952788W,5    ,20  ,271,         
1696,T,190409,205838,40.714138N,73.952858W,5    ,21  ,270,         
1697,T,190409,205839,40.714136N,73.952926W,5    ,19  ,270,         
1698,T,190409,205840,40.714138N,73.952989W,5    ,19  ,272,         
1699,T,190409,205841,40.714143N,73.953051W,5    ,19  ,273,         
1700,T,190409,205842,40.714153N,73.953118W,5    ,20  ,274,         
1701,T,190409,205843,40.714156N,73.953186W,5    ,24  ,277,         
1702,T,190409,205844,40.714146N,73.953298W,6    ,32  ,272,         
1703,T,190409,205845,40.714139N,73.953441W,6    ,35  ,270,         
1704,T,190409,205846,40.714135N,73.953596W,6    ,40  ,269,         
1705,T,190409,205847,40.714131N,73.953749W,6    ,39  ,269,         
1706,T,190409,205848,40.714133N,73.953894W,6    ,38  ,270,         
1707,T,190409,205849,40.714139N,73.954028W,6    ,36  ,270,         
1708,T,190409,205850,40.714143N,73.954156W,6    ,36  ,269,         
1709,T,190409,205851,40.714145N,73.954284W,5    ,35  ,269,         
1710,T,190409,210036,40.714055N,73.954269W,2    ,30  ,92 ,         
1711,T,190409,210037,40.714053N,73.954168W,2    ,30  ,91 ,         
1712,T,190409,210038,40.714051N,73.954063W,1    ,32  ,91 ,         
1713,T,190409,210039,40.714051N,73.953948W,1    ,35  ,90 ,         
1714,T,190409,210040,40.714051N,73.953833W,1    ,34  ,90 ,         
1715,T,190409,210041,40.714053N,73.953718W,1    ,34  ,89 ,         
1716,T,190409,210042,40.714055N,73.9536W,1    ,35  ,89 ,         
1717,T,190409,210043,40.714056N,73.953484W,1    ,34  ,88 ,         
1718,T,190409,210044,40.71406N,73.953376W,1    ,32  ,88 ,         
1719,T,190409,210045,40.714061N,73.953274W,1    ,31  ,87 ,         
1720,T,190409,210046,40.714055N,73.953173W,1    ,30  ,89 ,         
1721,T,190409,210047,40.714041N,73.953074W,2    ,33  ,89 ,         
1722,T,190409,210048,40.714041N,73.952966W,2    ,33  ,90 ,         
1723,T,190409,210049,40.714053N,73.952853W,2    ,33  ,89 ,         
1724,T,190409,210050,40.714064N,73.952744W,2    ,32  ,88 ,         
1725,T,190409,210051,40.714073N,73.952635W,3    ,31  ,86 ,         
1726,T,190409,210052,40.714083N,73.952529W,3    ,30  ,85 ,         
1727,T,190409,210053,40.714085N,73.952418W,3    ,29  ,86 ,         
1728,T,190409,210054,40.714086N,73.952306W,4    ,29  ,87 ,         
1729,T,190409,210055,40.714088N,73.952204W,5    ,28  ,88 ,         
1730,T,190409,210056,40.714088N,73.952103W,5    ,28  ,90 ,         
1731,T,190409,210057,40.714086N,73.952003W,6    ,27  ,91 ,         
1732,T,190409,210058,40.714085N,73.951914W,6    ,24  ,91 ,         
1733,T,190409,210059,40.71409N,73.951836W,6    ,21  ,90 ,         
1734,T,190409,210100,40.71409N,73.95177W,7    ,19  ,90 ,         
1735,T,190409,210101,40.714085N,73.951703W,7    ,19  ,90 ,         
1736,T,190409,210102,40.714069N,73.951621W,7    ,20  ,89 ,         
1737,T,190409,210103,40.714061N,73.951553W,7    ,17  ,89 ,         
1738,T,190409,210104,40.714053N,73.951509W,7    ,8   ,98 ,         
1739,T,190409,210105,40.714046N,73.951488W,7    ,0   ,98 ,         
1740,T,190409,210106,40.714045N,73.951483W,7    ,0   ,98 ,         
1741,T,190409,210107,40.714046N,73.951483W,5    ,0   ,98 ,         
1742,T,190409,210108,40.714046N,73.951481W,4    ,0   ,98 ,         
1743,T,190409,210109,40.714045N,73.951481W,4    ,0   ,98 ,         
1744,T,190409,210110,40.714045N,73.951481W,4    ,0   ,98 ,         
1745,T,190409,210111,40.714045N,73.951479W,4    ,0   ,98 ,         
1746,T,190409,210112,40.714046N,73.951473W,4    ,0   ,98 ,         
1747,T,190409,210113,40.714045N,73.951463W,4    ,8   ,89 ,         
1748,T,190409,210115,40.714045N,73.951403W,4    ,10  ,89 ,         
1749,T,190409,210116,40.714048N,73.951366W,4    ,11  ,89 ,         
1750,T,190409,210117,40.714048N,73.951328W,5    ,12  ,88 ,         
1751,T,190409,210118,40.714049N,73.951286W,5    ,14  ,87 ,         
1752,T,190409,210119,40.714049N,73.951239W,6    ,14  ,89 ,         
1753,T,190409,210120,40.714051N,73.951193W,6    ,14  ,89 ,         
1754,T,190409,210121,40.714051N,73.951141W,6    ,16  ,90 ,         
1755,T,190409,210122,40.714051N,73.951083W,7    ,19  ,90 ,         
1756,T,190409,210123,40.714053N,73.951013W,7    ,22  ,91 ,         
1757,T,190409,210124,40.714053N,73.950934W,7    ,25  ,91 ,         
1758,T,190409,210125,40.714056N,73.950853W,8    ,26  ,92 ,         
1759,T,190409,210126,40.71406N,73.950763W,9    ,29  ,92 ,         
1760,T,190409,210127,40.714063N,73.950664W,9    ,31  ,91 ,         
1761,T,190409,210128,40.714066N,73.950556W,10   ,33  ,90 ,         
1762,T,190409,210129,40.714075N,73.950445W,11   ,34  ,90 ,         
1763,T,190409,210130,40.714083N,73.950334W,12   ,33  ,90 ,         
1764,T,190409,210131,40.714085N,73.950226W,12   ,32  ,90 ,         
1765,T,190409,210132,40.714086N,73.950126W,13   ,30  ,89 ,         
1766,T,190409,210133,40.714085N,73.950026W,14   ,28  ,88 ,         
1767,T,190409,210134,40.714096N,73.949931W,14   ,28  ,88 ,         
1768,T,190409,210135,40.714106N,73.949836W,15   ,28  ,89 ,         
1769,T,190409,210136,40.714113N,73.949746W,15   ,28  ,90 ,         
1770,T,190409,210137,40.714114N,73.949646W,16   ,29  ,91 ,         
1771,T,190409,210138,40.714125N,73.949548W,17   ,28  ,91 ,         
1772,T,190409,210139,40.714126N,73.949456W,16   ,25  ,89 ,         
1773,T,190409,210140,40.714118N,73.949366W,16   ,27  ,87 ,         
1774,T,190409,210141,40.714126N,73.94927W,16   ,29  ,84 ,         
1775,T,190409,210142,40.714128N,73.949168W,16   ,30  ,83 ,         
1776,T,190409,210143,40.714135N,73.949066W,17   ,29  ,82 ,         
1777,T,190409,210144,40.714133N,73.948969W,17   ,28  ,83 ,         
1778,T,190409,210145,40.714136N,73.948879W,17   ,27  ,83 ,         
1779,T,190409,210146,40.714146N,73.948794W,17   ,26  ,83 ,         
1780,T,190409,210147,40.714153N,73.948711W,18   ,24  ,82 ,         
1781,T,190409,210148,40.714156N,73.948629W,18   ,24  ,86 ,         
1782,T,190409,210149,40.714161N,73.948546W,18   ,25  ,85 ,         
1783,T,190409,210150,40.71417N,73.948456W,18   ,27  ,84 ,         
1784,T,190409,210151,40.714178N,73.948363W,19   ,29  ,83 ,         
1785,T,190409,210152,40.71419N,73.948263W,19   ,30  ,83 ,         
1786,T,190409,210153,40.714198N,73.948163W,20   ,29  ,83 ,         
1787,T,190409,210154,40.71421N,73.948069W,20   ,28  ,82 ,         
1788,T,190409,210155,40.714226N,73.947981W,20   ,27  ,81 ,         
1789,T,190409,210156,40.714243N,73.947893W,21   ,29  ,81 ,         
1790,T,190409,210157,40.714253N,73.947796W,21   ,31  ,80 ,         
1791,T,190409,210158,40.714258N,73.947686W,20   ,33  ,80 ,         
1792,T,190409,210159,40.714266N,73.947568W,20   ,35  ,81 ,         
1793,T,190409,210200,40.714273N,73.947446W,20   ,35  ,83 ,         
1794,T,190409,210201,40.714281N,73.947329W,20   ,34  ,84 ,         
1795,T,190409,210202,40.714288N,73.947216W,20   ,33  ,85 ,         
1796,T,190409,210203,40.714296N,73.947108W,20   ,32  ,85 ,         
1797,T,190409,210204,40.714305N,73.946999W,20   ,31  ,85 ,         
1798,T,190409,210205,40.714313N,73.946896W,20   ,31  ,84 ,         
1799,T,190409,210206,40.714329N,73.946795W,21   ,28  ,83 ,         
1800,T,190409,210207,40.714343N,73.946705W,20   ,24  ,84 ,         
1801,T,190409,210208,40.714353N,73.946638W,20   ,18  ,80 ,         
1802,T,190409,210209,40.714361N,73.946581W,20   ,15  ,81 ,         
1803,T,190409,210210,40.714368N,73.946538W,19   ,12  ,83 ,         
1804,T,190409,210211,40.714373N,73.946501W,19   ,9   ,89 ,         
1805,T,190409,210212,40.714373N,73.946468W,19   ,8   ,87 ,         
1806,T,190409,210213,40.714373N,73.946438W,18   ,8   ,86 ,         
1807,T,190409,210214,40.714378N,73.946411W,18   ,8   ,77 ,         
1808,T,190409,210215,40.714383N,73.946386W,18   ,8   ,73 ,         
1809,T,190409,210216,40.714391N,73.946358W,18   ,11  ,74 ,         
1810,T,190409,210217,40.714403N,73.946321W,17   ,13  ,80 ,         
1811,T,190409,210218,40.714411N,73.946279W,17   ,14  ,80 ,         
1812,T,190409,210220,40.71443N,73.946174W,17   ,18  ,81 ,         
1813,T,190409,210221,40.714431N,73.946105W,17   ,21  ,80 ,         
1814,T,190409,210222,40.714438N,73.946026W,18   ,24  ,81 ,         
1815,T,190409,210223,40.714445N,73.945943W,18   ,24  ,81 ,         
1816,T,190409,210224,40.714449N,73.945865W,18   ,22  ,82 ,         
1817,T,190409,210225,40.714454N,73.945803W,17   ,15  ,83 ,         
1818,T,190409,210226,40.714458N,73.945766W,17   ,6   ,84 ,         
1819,T,190409,210227,40.714461N,73.945746W,17   ,4   ,85 ,         
1820,T,190409,210228,40.714463N,73.945741W,16   ,0   ,85 ,         
1821,T,190409,210229,40.714461N,73.945738W,16   ,0   ,85 ,         
1822,T,190409,210230,40.71446N,73.945733W,15   ,0   ,85 ,         
1823,T,190409,210231,40.714454N,73.945728W,16   ,0   ,85 ,         
1824,T,190409,210232,40.714454N,73.945728W,16   ,0   ,85 ,         
1825,T,190409,210233,40.714454N,73.945728W,15   ,0   ,85 ,         
1826,T,190409,210234,40.714454N,73.945728W,15   ,0   ,85 ,         
1827,T,190409,210235,40.714454N,73.945728W,15   ,0   ,85 ,         
1828,T,190409,210236,40.714454N,73.945728W,15   ,0   ,85 ,         
1829,T,190409,210237,40.714454N,73.945728W,15   ,0   ,85 ,         
1830,T,190409,210238,40.714454N,73.945726W,15   ,0   ,85 ,         
1831,T,190409,210239,40.714454N,73.945701W,15   ,10  ,85 ,         
1832,T,190409,210240,40.714449N,73.945661W,15   ,13  ,86 ,         
1833,T,190409,210241,40.714456N,73.945614W,15   ,12  ,83 ,         
1834,T,190409,210242,40.71446N,73.945578W,15   ,12  ,83 ,         
1835,T,190409,210243,40.714466N,73.945543W,15   ,11  ,84 ,         
1836,T,190409,210244,40.714486N,73.945508W,15   ,13  ,87 ,         
1837,T,190409,210245,40.714488N,73.945466W,15   ,11  ,81 ,         
1838,T,190409,210246,40.714494N,73.945441W,15   ,6   ,70 ,         
1839,T,190409,210247,40.714494N,73.94543W,14   ,0   ,70 ,         
1840,T,190409,210248,40.714493N,73.945423W,14   ,0   ,70 ,         
1841,T,190409,210249,40.714491N,73.945416W,14   ,0   ,70 ,         
1842,T,190409,210250,40.71449N,73.945416W,14   ,0   ,70 ,         
1843,T,190409,210251,40.71449N,73.945416W,14   ,0   ,70 ,         
1844,T,190409,210252,40.71449N,73.945418W,14   ,0   ,70 ,         
1845,T,190409,210253,40.71449N,73.945419W,14   ,0   ,70 ,         
1846,T,190409,210254,40.71449N,73.945419W,14   ,0   ,70 ,         
1847,T,190409,210255,40.71449N,73.945419W,14   ,0   ,70 ,         
1848,T,190409,210256,40.71449N,73.945419W,14   ,0   ,70 ,         
1849,T,190409,210257,40.71449N,73.945419W,14   ,0   ,70 ,         
1850,T,190409,210258,40.71449N,73.945419W,14   ,0   ,70 ,         
1851,T,190409,210259,40.71449N,73.945419W,14   ,0   ,70 ,         
1852,T,190409,210300,40.71449N,73.945419W,14   ,0   ,70 ,         
1853,T,190409,210301,40.71449N,73.945419W,14   ,0   ,70 ,         
1854,T,190409,210302,40.71449N,73.945419W,14   ,0   ,70 ,         
1855,T,190409,210303,40.71449N,73.945419W,14   ,0   ,70 ,         
1856,T,190409,210304,40.71449N,73.945419W,14   ,0   ,70 ,         
1857,T,190409,210305,40.71449N,73.945419W,14   ,0   ,70 ,         
1858,T,190409,210306,40.71449N,73.945419W,14   ,0   ,70 ,         
1859,T,190409,210307,40.71449N,73.945419W,14   ,0   ,70 ,         
1860,T,190409,210308,40.71449N,73.945419W,14   ,0   ,70 ,         
1861,T,190409,210309,40.71449N,73.945419W,14   ,0   ,70 ,         
1862,T,190409,210310,40.71449N,73.945419W,14   ,0   ,70 ,         
1863,T,190409,210311,40.71449N,73.945419W,14   ,0   ,70 ,         
1864,T,190409,210312,40.71449N,73.945419W,14   ,0   ,70 ,         
1865,T,190409,210313,40.71449N,73.945419W,14   ,0   ,70 ,         
1866,T,190409,210314,40.71449N,73.945419W,14   ,0   ,70 ,         
1867,T,190409,210315,40.71449N,73.945419W,14   ,0   ,70 ,         
