INDEX,TAG,DATE,TIME,LATITUDE N/S,LONGITUDE E/W,HEIGHT,SPEED,HEADING,VOX
53,T,190409,090947,40.714181N,73.947851W,25   ,0   ,356,         
54,T,190409,090948,40.71418N,73.947848W,25   ,0   ,356,         
55,T,190409,090949,40.714178N,73.947844W,25   ,0   ,356,         
56,T,190409,090950,40.714176N,73.94784W,25   ,0   ,356,         
57,T,190409,090951,40.714173N,73.947835W,25   ,0   ,356,         
58,T,190409,090952,40.71417N,73.947829W,25   ,0   ,356,         
59,T,190409,090953,40.714165N,73.94782W,26   ,0   ,356,         
60,T,190409,090954,40.714161N,73.947811W,26   ,0   ,356,         
61,T,190409,090955,40.714158N,73.947806W,26   ,0   ,356,         
62,T,190409,090956,40.714156N,73.947801W,27   ,0   ,356,         
63,T,190409,090957,40.714154N,73.947798W,27   ,0   ,356,         
64,T,190409,090958,40.714153N,73.947795W,28   ,0   ,356,         
65,T,190409,090959,40.714151N,73.947784W,28   ,6   ,80 ,         
66,T,190409,091000,40.714158N,73.947756W,29   ,12  ,79 ,         
67,T,190409,091001,40.714158N,73.947728W,29   ,16  ,79 ,         
68,T,190409,091002,40.714178N,73.947664W,29   ,20  ,76 ,         
69,T,190409,091003,40.71419N,73.947598W,30   ,23  ,76 ,         
70,T,190409,091004,40.714213N,73.947511W,30   ,26  ,75 ,         
71,T,190409,091005,40.714233N,73.947419W,30   ,28  ,74 ,         
72,T,190409,091006,40.714251N,73.947318W,30   ,30  ,75 ,         
73,T,190409,091007,40.714265N,73.947216W,30   ,31  ,77 ,         
74,T,190409,091008,40.714281N,73.947104W,30   ,32  ,79 ,         
75,T,190409,091009,40.714289N,73.946988W,30   ,32  ,81 ,         
76,T,190409,091010,40.7143N,73.946876W,30   ,32  ,83 ,         
77,T,190409,091011,40.714316N,73.946769W,30   ,32  ,83 ,         
78,T,190409,091012,40.714326N,73.946661W,30   ,31  ,83 ,         
79,T,190409,091013,40.714336N,73.946559W,30   ,30  ,82 ,         
80,T,190409,091014,40.714346N,73.946456W,30   ,31  ,81 ,         
81,T,190409,091015,40.714356N,73.94635W,30   ,32  ,80 ,         
82,T,190409,091016,40.714366N,73.94624W,30   ,33  ,81 ,         
83,T,190409,091017,40.714381N,73.946123W,29   ,34  ,81 ,         
84,T,190409,091018,40.714393N,73.946004W,29   ,34  ,81 ,         
85,T,190409,091019,40.714403N,73.945883W,28   ,37  ,81 ,         
86,T,190409,091020,40.714415N,73.945755W,28   ,39  ,81 ,         
87,T,190409,091021,40.714428N,73.945624W,27   ,40  ,81 ,         
88,T,190409,091022,40.714438N,73.945486W,27   ,42  ,82 ,         
89,T,190409,091023,40.714446N,73.945348W,27   ,42  ,83 ,         
90,T,190409,091024,40.714453N,73.945209W,27   ,42  ,83 ,         
91,T,190409,091025,40.714461N,73.945069W,27   ,42  ,84 ,         
92,T,190409,091026,40.714475N,73.944933W,26   ,42  ,84 ,         
93,T,190409,091027,40.714491N,73.944793W,26   ,43  ,83 ,         
94,T,190409,091028,40.714501N,73.944656W,26   ,42  ,82 ,         
95,T,190409,091029,40.714518N,73.944521W,26   ,42  ,82 ,         
96,T,190409,091030,40.714525N,73.944391W,26   ,41  ,84 ,         
97,T,190409,091031,40.714536N,73.944254W,26   ,42  ,85 ,         
98,T,190409,091032,40.714551N,73.944123W,26   ,41  ,86 ,         
99,T,190409,091033,40.714568N,73.943995W,26   ,40  ,86 ,         
100,T,190409,091034,40.71458N,73.94387W,26   ,38  ,84 ,         
101,T,190409,091035,40.714598N,73.94375W,27   ,37  ,82 ,         
102,T,190409,091036,40.714613N,73.943636W,27   ,35  ,81 ,         
103,T,190409,091037,40.714623N,73.943523W,28   ,34  ,81 ,         
104,T,190409,091038,40.714633N,73.943414W,28   ,32  ,82 ,         
105,T,190409,091039,40.714638N,73.943318W,29   ,25  ,83 ,         
106,T,190409,091040,40.714638N,73.943243W,29   ,17  ,84 ,         
107,T,190409,091041,40.714613N,73.943208W,30   ,13  ,85 ,         
108,T,190409,091042,40.714616N,73.943169W,30   ,11  ,85 ,         
109,T,190409,091043,40.714629N,73.943131W,30   ,9   ,77 ,         
110,T,190409,091044,40.714636N,73.943109W,30   ,6   ,78 ,         
111,T,190409,091045,40.714643N,73.943088W,30   ,8   ,80 ,         
112,T,190409,091046,40.714646N,73.943053W,30   ,11  ,81 ,         
113,T,190409,091047,40.71465N,73.943011W,31   ,14  ,82 ,         
114,T,190409,091048,40.714655N,73.942964W,31   ,15  ,82 ,         
115,T,190409,091049,40.714655N,73.942906W,31   ,18  ,84 ,         
116,T,190409,091050,40.714658N,73.942838W,31   ,23  ,84 ,         
117,T,190409,091051,40.714663N,73.942758W,31   ,24  ,84 ,         
118,T,190409,091052,40.714666N,73.942671W,31   ,26  ,84 ,         
119,T,190409,091053,40.714668N,73.942581W,31   ,27  ,83 ,         
120,T,190409,091054,40.714674N,73.942493W,32   ,28  ,82 ,         
121,T,190409,091055,40.714676N,73.942391W,31   ,31  ,83 ,         
122,T,190409,091056,40.714668N,73.942286W,32   ,31  ,84 ,         
123,T,190409,091057,40.714666N,73.942178W,32   ,33  ,87 ,         
124,T,190409,091058,40.71467N,73.942076W,32   ,32  ,87 ,         
125,T,190409,091059,40.71467N,73.941964W,32   ,34  ,90 ,         
126,T,190409,091100,40.714668N,73.941844W,31   ,36  ,91 ,         
127,T,190409,091101,40.714658N,73.941718W,31   ,39  ,93 ,         
128,T,190409,091102,40.714653N,73.941588W,31   ,40  ,95 ,         
129,T,190409,091103,40.714648N,73.941454W,32   ,42  ,96 ,         
130,T,190409,091104,40.714641N,73.941316W,32   ,42  ,95 ,         
131,T,190409,091105,40.71464N,73.941178W,32   ,43  ,94 ,         
132,T,190409,091106,40.714641N,73.941036W,32   ,44  ,92 ,         
133,T,190409,091107,40.714648N,73.940894W,32   ,44  ,90 ,         
134,T,190409,091108,40.714655N,73.94075W,33   ,44  ,88 ,         
135,T,190409,091109,40.714655N,73.940601W,33   ,45  ,88 ,         
136,T,190409,091110,40.71466N,73.940451W,34   ,45  ,87 ,         
137,T,190409,091111,40.71466N,73.940304W,34   ,44  ,88 ,         
138,T,190409,091112,40.714668N,73.940158W,35   ,44  ,88 ,         
139,T,190409,091113,40.714676N,73.940013W,35   ,45  ,87 ,         
140,T,190409,091114,40.714643N,73.939868W,35   ,45  ,93 ,         
141,T,190409,091115,40.714625N,73.939728W,35   ,45  ,96 ,         
142,T,190409,091116,40.714621N,73.939581W,35   ,44  ,93 ,         
143,T,190409,091117,40.714616N,73.939441W,35   ,44  ,92 ,         
144,T,190409,091118,40.714616N,73.939306W,35   ,44  ,90 ,         
145,T,190409,091119,40.714625N,73.939164W,35   ,44  ,88 ,         
146,T,190409,091120,40.714638N,73.939026W,36   ,43  ,87 ,         
147,T,190409,091121,40.714646N,73.938885W,36   ,43  ,86 ,         
148,T,190409,091348,40.714553N,73.938803W,74   ,21  ,268,         
149,T,190409,091349,40.714566N,73.938876W,75   ,23  ,271,         
150,T,190409,091350,40.714578N,73.938986W,75   ,25  ,272,         
151,T,190409,091351,40.714566N,73.939098W,76   ,27  ,277,         
152,T,190409,091352,40.714568N,73.939196W,76   ,27  ,277,         
153,T,190409,091353,40.714576N,73.939293W,77   ,27  ,277,         
154,T,190409,091354,40.714581N,73.939388W,77   ,27  ,275,         
155,T,190409,091355,40.714606N,73.939421W,77   ,27  ,273,         
156,T,190409,091356,40.714616N,73.939488W,76   ,29  ,271,         
157,T,190409,091357,40.714625N,73.939573W,76   ,30  ,270,         
158,T,190409,091358,40.714629N,73.939659W,76   ,31  ,270,         
159,T,190409,091359,40.71462N,73.939764W,76   ,31  ,270,         
160,T,190409,091400,40.714613N,73.939876W,76   ,30  ,271,         
161,T,190409,091401,40.714616N,73.939974W,77   ,29  ,271,         
162,T,190409,091402,40.714616N,73.940076W,77   ,29  ,270,         
163,T,190409,091403,40.714615N,73.940173W,77   ,27  ,268,         
164,T,190409,091404,40.714615N,73.940259W,77   ,26  ,269,         
165,T,190409,091405,40.714616N,73.940349W,78   ,26  ,270,         
166,T,190409,091406,40.714616N,73.940439W,78   ,26  ,271,         
167,T,190409,091407,40.714626N,73.940529W,79   ,27  ,272,         
168,T,190409,091408,40.714634N,73.940624W,78   ,28  ,273,         
169,T,190409,091409,40.714633N,73.94074W,78   ,30  ,274,         
170,T,190409,091410,40.714634N,73.940861W,78   ,31  ,275,         
171,T,190409,091411,40.71464N,73.940978W,78   ,31  ,274,         
172,T,190409,091412,40.714646N,73.941085W,78   ,31  ,273,         
173,T,190409,091413,40.714648N,73.941181W,78   ,32  ,273,         
174,T,190409,091414,40.714644N,73.941289W,78   ,32  ,270,         
175,T,190409,091415,40.714646N,73.94139W,77   ,32  ,270,         
176,T,190409,091416,40.714643N,73.941498W,77   ,33  ,270,         
177,T,190409,091417,40.714638N,73.941611W,78   ,34  ,270,         
178,T,190409,091418,40.71464N,73.941733W,78   ,36  ,272,         
179,T,190409,091419,40.714641N,73.941863W,78   ,37  ,273,         
180,T,190409,091420,40.714646N,73.941988W,78   ,36  ,274,         
181,T,190409,091421,40.714648N,73.94211W,78   ,34  ,274,         
182,T,190409,091422,40.714653N,73.942223W,78   ,32  ,274,         
183,T,190409,091423,40.714638N,73.942324W,77   ,31  ,273,         
184,T,190409,091424,40.714623N,73.942414W,75   ,29  ,273,         
185,T,190409,091425,40.714595N,73.942493W,73   ,28  ,272,         
186,T,190409,091426,40.714591N,73.94262W,73   ,28  ,271,         
187,T,190409,091427,40.714588N,73.942731W,73   ,28  ,271,         
188,T,190409,091428,40.714583N,73.942838W,73   ,28  ,270,         
189,T,190409,091429,40.714576N,73.942933W,74   ,25  ,269,         
190,T,190409,091430,40.714568N,73.943021W,74   ,24  ,268,         
191,T,190409,091431,40.71456N,73.94312W,73   ,26  ,267,         
192,T,190409,091432,40.714556N,73.943214W,73   ,26  ,266,         
193,T,190409,091433,40.714553N,73.943304W,73   ,26  ,264,         
194,T,190409,091434,40.714548N,73.943398W,73   ,27  ,263,         
195,T,190409,091435,40.714536N,73.943495W,72   ,26  ,262,         
196,T,190409,091436,40.714526N,73.943588W,72   ,26  ,262,         
197,T,190409,091437,40.714518N,73.943678W,72   ,25  ,262,         
198,T,190409,091438,40.714509N,73.943765W,71   ,24  ,262,         
199,T,190409,091439,40.714508N,73.943848W,72   ,23  ,261,         
200,T,190409,091440,40.714498N,73.943926W,71   ,23  ,260,         
201,T,190409,091441,40.714491N,73.944008W,72   ,23  ,260,         
202,T,190409,091442,40.714485N,73.944089W,72   ,24  ,261,         
203,T,190409,091443,40.71448N,73.944175W,72   ,25  ,262,         
204,T,190409,091444,40.714475N,73.944263W,72   ,27  ,263,         
205,T,190409,091445,40.714468N,73.944356W,72   ,28  ,263,         
206,T,190409,091446,40.714461N,73.944454W,73   ,29  ,264,         
207,T,190409,091447,40.714454N,73.944548W,72   ,28  ,263,         
208,T,190409,091448,40.714446N,73.944643W,73   ,28  ,263,         
209,T,190409,091449,40.714436N,73.944733W,72   ,28  ,262,         
210,T,190409,091450,40.714426N,73.944829W,73   ,28  ,262,         
211,T,190409,091451,40.714416N,73.944924W,73   ,28  ,261,         
212,T,190409,091452,40.714409N,73.945018W,74   ,28  ,262,         
213,T,190409,091453,40.714401N,73.945113W,74   ,28  ,263,         
214,T,190409,091454,40.714396N,73.945205W,75   ,27  ,263,         
215,T,190409,091455,40.714388N,73.945293W,75   ,26  ,264,         
216,T,190409,091456,40.714371N,73.945391W,76   ,26  ,263,         
217,T,190409,091457,40.71437N,73.945485W,76   ,28  ,262,         
218,T,190409,091458,40.714355N,73.945584W,77   ,30  ,262,         
219,T,190409,091459,40.71434N,73.945691W,76   ,31  ,262,         
220,T,190409,091500,40.714323N,73.945798W,76   ,31  ,262,         
221,T,190409,091501,40.714306N,73.945906W,77   ,31  ,262,         
222,T,190409,091502,40.714311N,73.946006W,77   ,31  ,262,         
223,T,190409,091503,40.714308N,73.946108W,77   ,30  ,262,         
224,T,190409,091504,40.7143N,73.946206W,77   ,29  ,262,         
225,T,190409,091505,40.714298N,73.946291W,76   ,29  ,262,         
226,T,190409,091506,40.714289N,73.946388W,76   ,30  ,262,         
227,T,190409,091507,40.714278N,73.946489W,75   ,31  ,261,         
228,T,190409,091508,40.714268N,73.946594W,75   ,32  ,262,         
229,T,190409,091509,40.714258N,73.946705W,75   ,33  ,263,         
230,T,190409,091510,40.714246N,73.946816W,75   ,34  ,263,         
231,T,190409,091511,40.714236N,73.946926W,75   ,33  ,263,         
232,T,190409,091512,40.714223N,73.947033W,75   ,32  ,262,         
233,T,190409,091513,40.714213N,73.947133W,75   ,29  ,262,         
234,T,190409,091514,40.714201N,73.947226W,75   ,28  ,261,         
235,T,190409,091515,40.714191N,73.947316W,75   ,28  ,261,         
236,T,190409,091516,40.714186N,73.947401W,74   ,29  ,262,         
237,T,190409,091517,40.71419N,73.947488W,72   ,29  ,262,         
238,T,190409,091518,40.714183N,73.94758W,71   ,30  ,262,         
239,T,190409,091519,40.714171N,73.947678W,71   ,30  ,262,         
240,T,190409,091520,40.714159N,73.947776W,71   ,30  ,262,         
241,T,190409,091521,40.714145N,73.947871W,70   ,30  ,261,         
242,T,190409,091522,40.714136N,73.947968W,69   ,30  ,261,         
243,T,190409,091523,40.71413N,73.948061W,68   ,30  ,261,         
244,T,190409,091524,40.71412N,73.948161W,68   ,30  ,260,         
245,T,190409,091525,40.714118N,73.948263W,68   ,30  ,266,         
246,T,190409,091526,40.714113N,73.948361W,68   ,30  ,264,         
247,T,190409,091527,40.714103N,73.94847W,68   ,29  ,262,         
248,T,190409,091528,40.714091N,73.948571W,68   ,29  ,261,         
249,T,190409,091529,40.71408N,73.94867W,68   ,28  ,261,         
250,T,190409,091530,40.714069N,73.94876W,68   ,23  ,262,         
251,T,190409,091531,40.714064N,73.94883W,68   ,18  ,262,         
252,T,190409,091532,40.714058N,73.948884W,69   ,16  ,263,         
253,T,190409,091533,40.714049N,73.948933W,69   ,13  ,263,         
254,T,190409,091534,40.714043N,73.948961W,69   ,8   ,252,         
255,T,190409,091535,40.714038N,73.948976W,69   ,0   ,252,         
256,T,190409,091536,40.714033N,73.948981W,69   ,0   ,252,         
257,T,190409,091537,40.714033N,73.948979W,69   ,0   ,252,         
258,T,190409,091538,40.714035N,73.948974W,68   ,0   ,252,         
259,T,190409,091539,40.714033N,73.948973W,68   ,0   ,252,         
260,T,190409,091540,40.714031N,73.948969W,69   ,0   ,252,         
261,T,190409,091541,40.714029N,73.948969W,69   ,0   ,252,         
262,T,190409,091542,40.714028N,73.948968W,69   ,0   ,252,         
263,T,190409,091543,40.714026N,73.948968W,69   ,0   ,252,         
264,T,190409,091544,40.714024N,73.948966W,70   ,0   ,252,         
265,T,190409,091545,40.714023N,73.948966W,70   ,0   ,252,         
266,T,190409,091546,40.714021N,73.948968W,70   ,0   ,252,         
267,T,190409,091547,40.714018N,73.948973W,70   ,0   ,252,         
268,T,190409,091548,40.714016N,73.948979W,70   ,0   ,252,         
269,T,190409,091549,40.714015N,73.948985W,70   ,0   ,252,         
270,T,190409,091550,40.714013N,73.948988W,70   ,0   ,252,         
271,T,190409,091551,40.714013N,73.948989W,70   ,0   ,252,         
272,T,190409,091552,40.714011N,73.948989W,70   ,0   ,252,         
273,T,190409,091553,40.714011N,73.948988W,70   ,0   ,252,         
274,T,190409,091554,40.71401N,73.948988W,70   ,0   ,252,         
275,T,190409,091555,40.71401N,73.948988W,70   ,0   ,252,         
276,T,190409,091556,40.714008N,73.948986W,70   ,0   ,252,         
277,T,190409,091557,40.714008N,73.948986W,70   ,0   ,252,         
278,T,190409,091558,40.714008N,73.948986W,70   ,0   ,252,         
279,T,190409,091559,40.714008N,73.948986W,70   ,0   ,252,         
280,T,190409,091600,40.714008N,73.948986W,70   ,0   ,252,         
281,T,190409,091601,40.714008N,73.948988W,70   ,0   ,252,         
282,T,190409,091602,40.714006N,73.948993W,70   ,5   ,260,         
283,T,190409,091603,40.714004N,73.949024W,70   ,12  ,261,         
284,T,190409,091604,40.714001N,73.949078W,70   ,15  ,264,         
285,T,190409,091605,40.713996N,73.949131W,69   ,15  ,264,         
286,T,190409,091606,40.713996N,73.949181W,68   ,15  ,264,         
287,T,190409,091607,40.713993N,73.949231W,68   ,15  ,263,         
288,T,190409,091608,40.713986N,73.949279W,68   ,15  ,262,         
289,T,190409,091609,40.713979N,73.94933W,67   ,15  ,262,         
290,T,190409,091610,40.713981N,73.94938W,67   ,16  ,264,         
291,T,190409,091611,40.713979N,73.949435W,66   ,18  ,264,         
292,T,190409,091612,40.713978N,73.949498W,66   ,20  ,264,         
293,T,190409,091613,40.713978N,73.94957W,65   ,22  ,266,         
294,T,190409,091614,40.713978N,73.949645W,65   ,23  ,268,         
295,T,190409,091615,40.713981N,73.949723W,64   ,23  ,269,         
296,T,190409,091616,40.713983N,73.949803W,63   ,25  ,270,         
297,T,190409,091617,40.713984N,73.949886W,63   ,25  ,271,         
298,T,190409,091618,40.713983N,73.949973W,62   ,26  ,270,         
299,T,190409,091619,40.713981N,73.950058W,62   ,26  ,269,         
300,T,190409,091620,40.713978N,73.950145W,61   ,26  ,268,         
301,T,190409,091621,40.713978N,73.950233W,61   ,27  ,268,         
302,T,190409,091622,40.713978N,73.950323W,60   ,28  ,268,         
303,T,190409,091623,40.713979N,73.950419W,59   ,29  ,270,         
304,T,190409,091624,40.713984N,73.950514W,58   ,29  ,271,         
305,T,190409,091625,40.713986N,73.950615W,57   ,30  ,271,         
306,T,190409,091626,40.713988N,73.950713W,57   ,30  ,271,         
307,T,190409,091627,40.71399N,73.950813W,56   ,30  ,271,         
308,T,190409,091628,40.71399N,73.950915W,55   ,30  ,270,         
309,T,190409,091629,40.713991N,73.951013W,55   ,29  ,270,         
310,T,190409,091630,40.713991N,73.951103W,54   ,26  ,269,         
311,T,190409,091631,40.71399N,73.951189W,53   ,26  ,268,         
312,T,190409,091632,40.713988N,73.951278W,52   ,27  ,268,         
313,T,190409,091633,40.71399N,73.951366W,52   ,27  ,268,         
314,T,190409,091634,40.713993N,73.951453W,51   ,26  ,269,         
315,T,190409,091635,40.714004N,73.951539W,50   ,27  ,270,         
316,T,190409,091922,40.713993N,73.951486W,19   ,39  ,89 ,         
317,T,190409,091923,40.713984N,73.951346W,19   ,39  ,89 ,         
318,T,190409,091924,40.71397N,73.951201W,18   ,40  ,91 ,         
319,T,190409,091925,40.713959N,73.951063W,18   ,39  ,92 ,         
320,T,190409,091926,40.713953N,73.950928W,18   ,39  ,93 ,         
321,T,190409,091927,40.713945N,73.950788W,18   ,39  ,93 ,         
322,T,190409,091928,40.713981N,73.950648W,18   ,39  ,92 ,         
323,T,190409,091929,40.713978N,73.950509W,17   ,40  ,91 ,         
324,T,190409,091930,40.713978N,73.950368W,17   ,40  ,90 ,         
325,T,190409,091931,40.713988N,73.950224W,17   ,41  ,90 ,         
326,T,190409,091932,40.713981N,73.950076W,17   ,41  ,90 ,         
327,T,190409,091933,40.713973N,73.949931W,17   ,41  ,91 ,         
328,T,190409,091934,40.713965N,73.949781W,17   ,43  ,92 ,         
329,T,190409,091935,40.713978N,73.949636W,17   ,42  ,91 ,         
330,T,190409,091936,40.713993N,73.949498W,16   ,42  ,90 ,         
331,T,190409,091937,40.714003N,73.949361W,16   ,40  ,87 ,         
332,T,190409,091938,40.714011N,73.949225W,16   ,40  ,85 ,         
333,T,190409,091939,40.714019N,73.949084W,16   ,41  ,84 ,         
334,T,190409,091940,40.714033N,73.948946W,15   ,41  ,83 ,         
335,T,190409,091941,40.714048N,73.948805W,15   ,42  ,83 ,         
336,T,190409,091942,40.714058N,73.948659W,15   ,43  ,83 ,         
337,T,190409,091943,40.714075N,73.948515W,15   ,43  ,83 ,         
338,T,190409,091944,40.714096N,73.948371W,14   ,44  ,83 ,         
339,T,190409,091945,40.714113N,73.948226W,14   ,44  ,83 ,         
340,T,190409,091946,40.71413N,73.948081W,14   ,44  ,83 ,         
341,T,190409,091947,40.714139N,73.947934W,13   ,43  ,84 ,         
342,T,190409,091948,40.714159N,73.947798W,13   ,42  ,84 ,         
343,T,190409,091949,40.714181N,73.947663W,13   ,41  ,85 ,         
344,T,190409,091950,40.714201N,73.947528W,12   ,42  ,85 ,         
345,T,190409,091951,40.714215N,73.947388W,12   ,43  ,85 ,         
346,T,190409,091952,40.714225N,73.947248W,11   ,42  ,85 ,         
347,T,190409,091953,40.714238N,73.947115W,11   ,40  ,85 ,         
348,T,190409,091954,40.714246N,73.946986W,10   ,38  ,86 ,         
349,T,190409,091955,40.714249N,73.946859W,10   ,38  ,87 ,         
350,T,190409,091956,40.714266N,73.946738W,10   ,38  ,87 ,         
351,T,190409,091957,40.714281N,73.946615W,10   ,39  ,87 ,         
352,T,190409,091958,40.714291N,73.946483W,9    ,40  ,86 ,         
353,T,190409,091959,40.714298N,73.946346W,9    ,41  ,85 ,         
354,T,190409,092000,40.714305N,73.946209W,8    ,42  ,85 ,         
355,T,190409,092001,40.714313N,73.946076W,8    ,41  ,85 ,         
356,T,190409,092002,40.714329N,73.945944W,8    ,40  ,84 ,         
357,T,190409,092003,40.71434N,73.945809W,8    ,39  ,84 ,         
358,T,190409,092004,40.714345N,73.945678W,8    ,39  ,85 ,         
359,T,190409,092005,40.714353N,73.945548W,9    ,39  ,86 ,         
360,T,190409,092006,40.714363N,73.945423W,9    ,38  ,87 ,         
361,T,190409,092007,40.714374N,73.945303W,9    ,37  ,87 ,         
362,T,190409,092008,40.714388N,73.945186W,9    ,36  ,87 ,         
363,T,190409,092009,40.714401N,73.945071W,9    ,34  ,85 ,         
364,T,190409,092010,40.714418N,73.944961W,9    ,33  ,84 ,         
365,T,190409,092011,40.71443N,73.944855W,9    ,31  ,83 ,         
366,T,190409,092012,40.714436N,73.944758W,9    ,27  ,83 ,         
367,T,190409,092013,40.714443N,73.944674W,9    ,22  ,84 ,         
368,T,190409,092014,40.71447N,73.944613W,9    ,16  ,86 ,         
369,T,190409,092015,40.714518N,73.944593W,10   ,10  ,86 ,         
370,T,190409,092016,40.71452N,73.944578W,10   ,5   ,88 ,         
371,T,190409,092017,40.714526N,73.944573W,11   ,3   ,89 ,         
372,T,190409,092018,40.71453N,73.944578W,11   ,0   ,89 ,         
373,T,190409,092019,40.714535N,73.944584W,11   ,0   ,89 ,         
374,T,190409,092020,40.714541N,73.944589W,12   ,0   ,89 ,         
375,T,190409,092021,40.714546N,73.944593W,12   ,0   ,89 ,         
376,T,190409,092022,40.714544N,73.944591W,12   ,0   ,89 ,         
377,T,190409,092023,40.714543N,73.944588W,12   ,0   ,89 ,         
378,T,190409,092024,40.714543N,73.944586W,13   ,0   ,89 ,         
379,T,190409,092025,40.714543N,73.944583W,13   ,0   ,89 ,         
380,T,190409,092026,40.714541N,73.944581W,13   ,0   ,89 ,         
381,T,190409,092027,40.714539N,73.94458W,13   ,0   ,89 ,         
382,T,190409,092028,40.714538N,73.94458W,13   ,0   ,89 ,         
383,T,190409,092029,40.714538N,73.94458W,13   ,0   ,89 ,         
384,T,190409,092030,40.714538N,73.94458W,13   ,0   ,89 ,         
385,T,190409,092031,40.714539N,73.94458W,13   ,0   ,89 ,         
386,T,190409,092032,40.714539N,73.944574W,13   ,0   ,89 ,         
387,T,190409,092033,40.714541N,73.944568W,13   ,6   ,71 ,         
388,T,190409,092034,40.714543N,73.944535W,13   ,14  ,89 ,         
389,T,190409,092035,40.714546N,73.944481W,13   ,18  ,88 ,         
390,T,190409,092036,40.714561N,73.94442W,13   ,21  ,87 ,         
391,T,190409,092037,40.714573N,73.944346W,14   ,25  ,86 ,         
392,T,190409,092038,40.714586N,73.944261W,15   ,28  ,85 ,         
393,T,190409,092039,40.714586N,73.944164W,15   ,31  ,84 ,         
394,T,190409,092040,40.714593N,73.944061W,16   ,32  ,82 ,         
395,T,190409,092041,40.714603N,73.943956W,17   ,32  ,80 ,         
