INDEX,TAG,DATE,TIME,LATITUDE N/S,LONGITUDE E/W,HEIGHT,SPEED,HEADING,VOX
957,T,190409,093745,40.714186N,73.950761W,-4   ,32  ,272,         
958,T,190409,093746,40.714184N,73.950868W,-4   ,32  ,272,         
959,T,190409,093747,40.714181N,73.950976W,-4   ,32  ,271,         
960,T,190409,093748,40.714178N,73.951086W,-4   ,33  ,271,         
961,T,190409,093749,40.71418N,73.951198W,-4   ,33  ,270,         
962,T,190409,093750,40.71418N,73.95131W,-4   ,33  ,271,         
963,T,190409,093751,40.714178N,73.951419W,-5   ,33  ,270,         
964,T,190409,093752,40.714176N,73.95153W,-5   ,33  ,270,         
965,T,190409,094135,40.714111N,73.951548W,4    ,35  ,85 ,         
966,T,190409,094136,40.71412N,73.951425W,5    ,36  ,85 ,         
967,T,190409,094137,40.714125N,73.951294W,5    ,36  ,86 ,         
968,T,190409,094138,40.71412N,73.951158W,5    ,38  ,86 ,         
969,T,190409,094139,40.714143N,73.951028W,5    ,37  ,87 ,         
970,T,190409,094140,40.714171N,73.950904W,4    ,37  ,88 ,         
971,T,190409,094141,40.714171N,73.950773W,4    ,37  ,89 ,         
972,T,190409,094142,40.714186N,73.950651W,4    ,36  ,89 ,         
973,T,190409,094143,40.714186N,73.950521W,3    ,37  ,89 ,         
974,T,190409,094144,40.71419N,73.950386W,3    ,37  ,89 ,         
975,T,190409,094145,40.714191N,73.950255W,2    ,38  ,88 ,         
976,T,190409,094146,40.714193N,73.950124W,2    ,37  ,88 ,         
977,T,190409,094147,40.714191N,73.949995W,2    ,37  ,88 ,         
978,T,190409,094148,40.714186N,73.94986W,2    ,37  ,90 ,         
979,T,190409,094149,40.714181N,73.949735W,1    ,36  ,92 ,         
980,T,190409,094150,40.714204N,73.949615W,1    ,34  ,87 ,         
981,T,190409,094151,40.714213N,73.949501W,1    ,33  ,83 ,         
982,T,190409,094152,40.714226N,73.949396W,0    ,31  ,78 ,         
983,T,190409,094153,40.714236N,73.94929W,-0   ,31  ,80 ,         
984,T,190409,094154,40.714233N,73.949186W,-1   ,31  ,82 ,         
985,T,190409,094155,40.714228N,73.949063W,-1   ,29  ,84 ,         
986,T,190409,094156,40.714221N,73.948953W,-1   ,28  ,87 ,         
987,T,190409,094157,40.714208N,73.948831W,-1   ,28  ,90 ,         
988,T,190409,094158,40.714195N,73.948708W,-2   ,30  ,92 ,         
989,T,190409,094159,40.714199N,73.948595W,-2   ,31  ,88 ,         
990,T,190409,094200,40.714195N,73.94847W,-1   ,32  ,89 ,         
991,T,190409,094201,40.714204N,73.948348W,-1   ,34  ,86 ,         
992,T,190409,094202,40.71422N,73.948231W,-2   ,34  ,84 ,         
993,T,190409,094203,40.714248N,73.94811W,-3   ,33  ,74 ,         
994,T,190409,094204,40.714274N,73.947981W,-3   ,33  ,75 ,         
995,T,190409,094205,40.714293N,73.947855W,-3   ,33  ,78 ,         
996,T,190409,094206,40.71431N,73.947733W,-4   ,34  ,80 ,         
997,T,190409,094207,40.714326N,73.947619W,-5   ,32  ,81 ,         
998,T,190409,094208,40.71435N,73.947516W,-6   ,28  ,83 ,         
999,T,190409,094209,40.714364N,73.947419W,-6   ,25  ,85 ,         
1000,T,190409,094210,40.714378N,73.947338W,-7   ,22  ,86 ,         
1001,T,190409,094211,40.714391N,73.947276W,-8   ,14  ,86 ,         
1002,T,190409,094212,40.714398N,73.947229W,-9   ,11  ,87 ,         
1003,T,190409,094213,40.714401N,73.947193W,-10  ,9   ,98 ,         
1004,T,190409,094214,40.714381N,73.947154W,-8   ,9   ,127,         
1005,T,190409,094215,40.714371N,73.947135W,-9   ,8   ,142,         
1006,T,190409,094216,40.714361N,73.947128W,-10  ,7   ,174,         
1007,T,190409,094217,40.714368N,73.947141W,-11  ,5   ,174,         
1008,T,190409,094218,40.714364N,73.947153W,-11  ,5   ,174,         
1009,T,190409,094219,40.714368N,73.947166W,-11  ,4   ,174,         
1010,T,190409,094220,40.714368N,73.947176W,-12  ,5   ,174,         
1011,T,190409,094221,40.714363N,73.947184W,-13  ,6   ,180,         
1012,T,190409,094222,40.714345N,73.947193W,-13  ,7   ,181,         
1013,T,190409,094223,40.714338N,73.947201W,-13  ,6   ,185,         
1014,T,190409,094224,40.714343N,73.947209W,-14  ,6   ,189,         
1015,T,190409,094225,40.714351N,73.947211W,-14  ,5   ,233,         
1016,T,190409,094226,40.714358N,73.947216W,-15  ,5   ,236,         
1017,T,190409,094227,40.714363N,73.947223W,-16  ,6   ,236,         
1018,T,190409,094228,40.714361N,73.947231W,-17  ,6   ,235,         
1019,T,190409,094229,40.714351N,73.947229W,-17  ,7   ,233,         
1020,T,190409,094230,40.71435N,73.947236W,-18  ,7   ,232,         
1021,T,190409,094231,40.714373N,73.947219W,-18  ,5   ,229,         
1022,T,190409,094232,40.714364N,73.947214W,-18  ,5   ,227,         
1023,T,190409,094233,40.71437N,73.947209W,-19  ,5   ,226,         
1024,T,190409,094234,40.714366N,73.947194W,-19  ,3   ,225,         
1025,T,190409,094235,40.714366N,73.947168W,-20  ,6   ,105,         
1026,T,190409,094236,40.714361N,73.947123W,-20  ,9   ,104,         
1027,T,190409,094237,40.71437N,73.947083W,-20  ,10  ,101,         
1028,T,190409,094238,40.714378N,73.947036W,-20  ,11  ,100,         
1029,T,190409,094239,40.714388N,73.946994W,-20  ,10  ,98 ,         
1030,T,190409,094240,40.7144N,73.946956W,-21  ,11  ,97 ,         
1031,T,190409,094241,40.714415N,73.946916W,-22  ,11  ,95 ,         
1032,T,190409,094242,40.714421N,73.946871W,-22  ,11  ,93 ,         
1033,T,190409,094243,40.714418N,73.946795W,-22  ,15  ,88 ,         
1034,T,190409,094244,40.714411N,73.946711W,-23  ,18  ,92 ,         
1035,T,190409,094245,40.714401N,73.946624W,-23  ,19  ,95 ,         
1036,T,190409,094246,40.714396N,73.946544W,-23  ,18  ,95 ,         
1037,T,190409,094247,40.714395N,73.946463W,-24  ,17  ,100,         
1038,T,190409,094248,40.71439N,73.946373W,-24  ,17  ,104,         
1039,T,190409,094249,40.714381N,73.946315W,-24  ,16  ,112,         
1040,T,190409,094250,40.714388N,73.946263W,-24  ,15  ,109,         
1041,T,190409,094251,40.714393N,73.946209W,-24  ,14  ,108,         
1042,T,190409,094252,40.714403N,73.946153W,-24  ,16  ,91 ,         
1043,T,190409,094253,40.714409N,73.946093W,-25  ,17  ,85 ,         
1044,T,190409,094254,40.714418N,73.946018W,-25  ,18  ,84 ,         
1045,T,190409,094255,40.714419N,73.945925W,-25  ,18  ,83 ,         
1046,T,190409,094256,40.714435N,73.945849W,-25  ,18  ,86 ,         
1047,T,190409,094257,40.71443N,73.945766W,-26  ,19  ,88 ,         
1048,T,190409,094258,40.714438N,73.945683W,-26  ,21  ,86 ,         
1049,T,190409,094259,40.714438N,73.945596W,-26  ,22  ,86 ,         
1050,T,190409,094300,40.71444N,73.945516W,-26  ,22  ,84 ,         
1051,T,190409,094301,40.714449N,73.945443W,-27  ,21  ,84 ,         
1052,T,190409,094302,40.714473N,73.945376W,-27  ,20  ,83 ,         
1053,T,190409,094303,40.714485N,73.945296W,-28  ,21  ,83 ,         
1054,T,190409,094304,40.714503N,73.945215W,-28  ,21  ,82 ,         
1055,T,190409,094305,40.714513N,73.945121W,-29  ,23  ,81 ,         
1056,T,190409,094306,40.714533N,73.945039W,-30  ,24  ,79 ,         
1057,T,190409,094307,40.714565N,73.944956W,-30  ,25  ,78 ,         
1058,T,190409,094308,40.714599N,73.944871W,-31  ,25  ,77 ,         
1059,T,190409,094309,40.71464N,73.944786W,-31  ,25  ,79 ,         
1060,T,190409,094310,40.714661N,73.944696W,-31  ,25  ,80 ,         
1061,T,190409,094311,40.714668N,73.944583W,-32  ,26  ,83 ,         
1062,T,190409,094312,40.714679N,73.944488W,-32  ,26  ,85 ,         
1063,T,190409,094313,40.714688N,73.944389W,-33  ,28  ,85 ,         
1064,T,190409,094314,40.714705N,73.944289W,-33  ,29  ,85 ,         
1065,T,190409,094315,40.714719N,73.94416W,-33  ,30  ,83 ,         
1066,T,190409,094316,40.71474N,73.944025W,-33  ,30  ,82 ,         
1067,T,190409,094317,40.714768N,73.943921W,-34  ,27  ,81 ,         
1068,T,190409,094318,40.714818N,73.943821W,-33  ,21  ,79 ,         
1069,T,190409,094319,40.714838N,73.943739W,-33  ,15  ,79 ,         
1070,T,190409,094320,40.714846N,73.943696W,-33  ,7   ,76 ,         
1071,T,190409,094321,40.714853N,73.943678W,-33  ,3   ,76 ,         
1072,T,190409,094322,40.714849N,73.943666W,-33  ,0   ,76 ,         
1073,T,190409,094323,40.714849N,73.943663W,-33  ,0   ,76 ,         
1074,T,190409,094324,40.714856N,73.94366W,-33  ,0   ,76 ,         
1075,T,190409,094325,40.714854N,73.943653W,-32  ,0   ,76 ,         
1076,T,190409,094326,40.714853N,73.943654W,-33  ,0   ,76 ,         
1077,T,190409,094327,40.714851N,73.943654W,-33  ,0   ,76 ,         
1078,T,190409,094328,40.714851N,73.943654W,-33  ,0   ,76 ,         
1079,T,190409,094329,40.714851N,73.943654W,-33  ,0   ,76 ,         
1080,T,190409,094330,40.714851N,73.943654W,-33  ,0   ,76 ,         
1081,T,190409,094331,40.714851N,73.943654W,-33  ,0   ,76 ,         
1082,T,190409,094332,40.714851N,73.943654W,-33  ,0   ,76 ,         
1083,T,190409,094333,40.714851N,73.943654W,-33  ,0   ,76 ,         
1084,T,190409,094334,40.714851N,73.943654W,-33  ,0   ,76 ,         
1085,T,190409,094335,40.714851N,73.943654W,-33  ,0   ,76 ,         
1086,T,190409,094336,40.714851N,73.943654W,-33  ,0   ,76 ,         
1087,T,190409,094337,40.714851N,73.943654W,-33  ,0   ,76 ,         
1088,T,190409,094338,40.714851N,73.943654W,-33  ,0   ,76 ,         
1089,T,190409,094339,40.714851N,73.943654W,-33  ,0   ,76 ,         
1090,T,190409,094340,40.714851N,73.943654W,-33  ,0   ,76 ,         
1091,T,190409,094341,40.714851N,73.943654W,-33  ,0   ,76 ,         
1092,T,190409,094342,40.714851N,73.943654W,-33  ,0   ,76 ,         
1093,T,190409,094343,40.714851N,73.943654W,-33  ,0   ,76 ,         
1094,T,190409,094344,40.714851N,73.943654W,-33  ,0   ,76 ,         
1095,T,190409,094345,40.714851N,73.943654W,-33  ,0   ,76 ,         
1096,T,190409,094346,40.714851N,73.943654W,-33  ,0   ,76 ,         
1097,T,190409,094347,40.714851N,73.943654W,-33  ,0   ,76 ,         
1098,T,190409,094348,40.714851N,73.943654W,-33  ,0   ,76 ,         
1099,T,190409,094349,40.714851N,73.943654W,-33  ,0   ,76 ,         
1100,T,190409,094350,40.714851N,73.943654W,-33  ,0   ,76 ,         
1101,T,190409,094351,40.714851N,73.943654W,-33  ,0   ,76 ,         
1102,T,190409,094352,40.714851N,73.943654W,-33  ,0   ,76 ,         
1103,T,190409,094353,40.714851N,73.943654W,-33  ,0   ,76 ,         
1104,T,190409,094354,40.714851N,73.943654W,-33  ,0   ,76 ,         
1105,T,190409,094355,40.714851N,73.943654W,-33  ,0   ,76 ,         
1106,T,190409,094356,40.714851N,73.943654W,-33  ,0   ,76 ,         
1107,T,190409,094357,40.714851N,73.943654W,-33  ,0   ,76 ,         
1108,T,190409,094358,40.714851N,73.943654W,-33  ,0   ,76 ,         
1109,T,190409,094359,40.714851N,73.943654W,-33  ,0   ,76 ,         
1110,T,190409,094400,40.714851N,73.943654W,-33  ,0   ,76 ,         
1111,T,190409,094401,40.714851N,73.943654W,-33  ,0   ,76 ,         
1112,T,190409,094402,40.714851N,73.943654W,-33  ,0   ,76 ,         
1113,T,190409,094403,40.714851N,73.943654W,-33  ,0   ,76 ,         
1114,T,190409,094404,40.714851N,73.943654W,-33  ,0   ,76 ,         
1115,T,190409,094405,40.714851N,73.943654W,-33  ,0   ,76 ,         
1116,T,190409,094406,40.714851N,73.943654W,-33  ,0   ,76 ,         
1117,T,190409,094407,40.714851N,73.943654W,-33  ,0   ,76 ,         
1118,T,190409,094408,40.714851N,73.943654W,-33  ,0   ,76 ,         
1119,T,190409,094409,40.714851N,73.943654W,-33  ,0   ,76 ,         
1120,T,190409,094410,40.714851N,73.943654W,-33  ,0   ,76 ,         
1121,T,190409,094411,40.714851N,73.943654W,-33  ,0   ,76 ,         
1122,T,190409,094412,40.714851N,73.943654W,-33  ,0   ,76 ,         
1123,T,190409,094413,40.714851N,73.943654W,-33  ,0   ,76 ,         
1124,T,190409,094414,40.714851N,73.943654W,-33  ,0   ,76 ,         
1125,T,190409,094415,40.714851N,73.943654W,-33  ,0   ,76 ,         
1126,T,190409,094416,40.714851N,73.943654W,-33  ,0   ,76 ,         
1127,T,190409,094417,40.714851N,73.943654W,-33  ,0   ,76 ,         
1128,T,190409,094418,40.714851N,73.943654W,-33  ,0   ,76 ,         
1129,T,190409,094419,40.714851N,73.943654W,-33  ,0   ,76 ,         
1130,T,190409,094420,40.714851N,73.943654W,-33  ,0   ,76 ,         
1131,T,190409,094421,40.714851N,73.943654W,-33  ,0   ,76 ,         
1132,T,190409,094422,40.714851N,73.943654W,-33  ,0   ,76 ,         
1133,T,190409,094423,40.714851N,73.943654W,-33  ,0   ,76 ,         
1134,T,190409,094424,40.714851N,73.943654W,-33  ,0   ,76 ,         
1135,T,190409,094425,40.714851N,73.943654W,-33  ,0   ,76 ,         
1136,T,190409,094426,40.714851N,73.943654W,-33  ,0   ,76 ,         
1137,T,190409,094427,40.714851N,73.943654W,-33  ,0   ,76 ,         
1138,T,190409,094428,40.714851N,73.943654W,-33  ,0   ,76 ,         
1139,T,190409,094429,40.714851N,73.943654W,-33  ,0   ,76 ,         
1140,T,190409,094430,40.714851N,73.943654W,-33  ,0   ,76 ,         
1141,T,190409,094431,40.714851N,73.943654W,-33  ,0   ,76 ,         
1142,T,190409,094432,40.714851N,73.943654W,-33  ,0   ,76 ,         
1143,T,190409,094433,40.714851N,73.943654W,-33  ,0   ,76 ,         
1144,T,190409,094434,40.714851N,73.943654W,-33  ,0   ,76 ,         
1145,T,190409,094435,40.714851N,73.943654W,-33  ,0   ,76 ,         
1146,T,190409,094436,40.714851N,73.943654W,-33  ,0   ,76 ,         
1147,T,190409,094437,40.714851N,73.943654W,-33  ,0   ,76 ,         
1148,T,190409,094438,40.714851N,73.943654W,-33  ,0   ,76 ,         
1149,T,190409,094439,40.714851N,73.943654W,-33  ,0   ,76 ,         
1150,T,190409,094440,40.714851N,73.943654W,-33  ,0   ,76 ,         
1151,T,190409,094441,40.714851N,73.943654W,-33  ,0   ,76 ,         
1152,T,190409,094442,40.714851N,73.943654W,-33  ,0   ,76 ,         
1153,T,190409,094443,40.714853N,73.943654W,-33  ,0   ,76 ,         
1154,T,190409,094444,40.714854N,73.943646W,-33  ,6   ,66 ,         
1155,T,190409,094445,40.714863N,73.943616W,-32  ,14  ,71 ,         
1156,T,190409,094446,40.714873N,73.943568W,-31  ,17  ,74 ,         
1157,T,190409,094447,40.714875N,73.943498W,-31  ,22  ,82 ,         
1158,T,190409,094448,40.714879N,73.94342W,-30  ,24  ,82 ,         
1159,T,190409,094449,40.714883N,73.94333W,-29  ,26  ,82 ,         
1160,T,190409,094450,40.714891N,73.943241W,-29  ,27  ,80 ,         
1161,T,190409,094451,40.714894N,73.943134W,-28  ,28  ,82 ,         
1162,T,190409,094452,40.714899N,73.943028W,-28  ,31  ,83 ,         
1163,T,190409,094453,40.714904N,73.942918W,-28  ,32  ,85 ,         
1164,T,190409,094454,40.714958N,73.942788W,-27  ,31  ,86 ,         
1165,T,190409,094455,40.714981N,73.942636W,-26  ,34  ,87 ,         
1166,T,190409,094456,40.714973N,73.94249W,-26  ,37  ,88 ,         
1167,T,190409,094457,40.714963N,73.942338W,-26  ,39  ,90 ,         
1168,T,190409,094458,40.714953N,73.942185W,-26  ,40  ,91 ,         
1169,T,190409,094459,40.714955N,73.942039W,-26  ,40  ,91 ,         
1170,T,190409,094500,40.714961N,73.941896W,-27  ,40  ,90 ,         
1171,T,190409,094501,40.714965N,73.941746W,-27  ,40  ,89 ,         
1172,T,190409,094502,40.714966N,73.941599W,-27  ,40  ,88 ,         
1173,T,190409,094503,40.714961N,73.941458W,-28  ,40  ,88 ,         
1174,T,190409,094504,40.714951N,73.941313W,-28  ,40  ,89 ,         
1175,T,190409,094505,40.714936N,73.941169W,-29  ,40  ,90 ,         
1176,T,190409,094506,40.714923N,73.941033W,-29  ,39  ,91 ,         
1177,T,190409,094507,40.714908N,73.940894W,-30  ,40  ,91 ,         
1178,T,190409,094508,40.714901N,73.940766W,-30  ,38  ,93 ,         
1179,T,190409,094509,40.714891N,73.940631W,-30  ,37  ,94 ,         
1180,T,190409,094510,40.714886N,73.940511W,-31  ,34  ,96 ,         
1181,T,190409,094511,40.71487N,73.940403W,-31  ,30  ,102,         
1182,T,190409,094512,40.714856N,73.940306W,-32  ,27  ,104,         
1183,T,190409,094513,40.714851N,73.940225W,-32  ,23  ,104,         
1184,T,190409,094514,40.714848N,73.940156W,-33  ,19  ,106,         
1185,T,190409,094515,40.714883N,73.940099W,-33  ,15  ,104,         
1186,T,190409,094516,40.714901N,73.940053W,-33  ,11  ,91 ,         
1187,T,190409,094517,40.714898N,73.940013W,-34  ,9   ,91 ,         
1188,T,190409,094518,40.714891N,73.939974W,-35  ,9   ,93 ,         
1189,T,190409,094519,40.714885N,73.939941W,-36  ,8   ,94 ,         
1190,T,190409,094520,40.71487N,73.939899W,-36  ,8   ,95 ,         
1191,T,190409,094521,40.714853N,73.939858W,-37  ,9   ,113,         
1192,T,190409,094522,40.714843N,73.93982W,-37  ,9   ,112,         
1193,T,190409,094523,40.714831N,73.939778W,-38  ,10  ,110,         
1194,T,190409,094524,40.714821N,73.93973W,-38  ,11  ,107,         
1195,T,190409,094525,40.714789N,73.939671W,-37  ,12  ,109,         
1196,T,190409,094526,40.714781N,73.939623W,-38  ,13  ,104,         
1197,T,190409,094527,40.714776N,73.939575W,-38  ,13  ,101,         
1198,T,190409,094528,40.714774N,73.939531W,-38  ,11  ,101,         
1199,T,190409,094529,40.714771N,73.939496W,-39  ,10  ,103,         
1200,T,190409,094530,40.714756N,73.939453W,-40  ,12  ,105,         
1201,T,190409,094531,40.714748N,73.93941W,-40  ,13  ,106,         
1202,T,190409,094532,40.714735N,73.939339W,-41  ,19  ,107,         
1203,T,190409,094533,40.714733N,73.939263W,-41  ,22  ,108,         
1204,T,190409,094534,40.714724N,73.939181W,-42  ,25  ,108,         
1205,T,190409,094535,40.71475N,73.939093W,-42  ,24  ,107,         
1206,T,190409,094536,40.714764N,73.938999W,-43  ,25  ,107,         
1207,T,190409,094537,40.714771N,73.938906W,-44  ,27  ,106,         
1208,T,190409,094538,40.714785N,73.938811W,-44  ,28  ,104,         
1209,T,190409,094914,40.714623N,73.938829W,2    ,24  ,274,         
1210,T,190409,094915,40.714629N,73.938919W,2    ,27  ,273,         
1211,T,190409,094916,40.714643N,73.939011W,2    ,27  ,273,         
1212,T,190409,094917,40.714644N,73.939108W,2    ,29  ,274,         
1213,T,190409,094918,40.714648N,73.939213W,2    ,32  ,274,         
1214,T,190409,094919,40.714651N,73.939323W,3    ,35  ,274,         
1215,T,190409,094920,40.714651N,73.939444W,3    ,37  ,274,         
1216,T,190409,094921,40.714651N,73.939573W,3    ,38  ,272,         
1217,T,190409,094922,40.714651N,73.939701W,2    ,38  ,271,         
1218,T,190409,094923,40.71467N,73.939834W,2    ,39  ,271,         
1219,T,190409,094924,40.714676N,73.939968W,2    ,39  ,272,         
1220,T,190409,094925,40.714678N,73.940099W,2    ,39  ,272,         
1221,T,190409,094926,40.714678N,73.940226W,2    ,38  ,272,         
1222,T,190409,094927,40.714685N,73.940348W,2    ,36  ,273,         
1223,T,190409,094928,40.714686N,73.940466W,2    ,36  ,272,         
1224,T,190409,094929,40.714691N,73.940581W,2    ,33  ,272,         
1225,T,190409,094930,40.714698N,73.940691W,2    ,32  ,273,         
1226,T,190409,094931,40.714705N,73.940799W,2    ,32  ,273,         
1227,T,190409,094932,40.714706N,73.940903W,2    ,31  ,273,         
1228,T,190409,094933,40.714703N,73.941003W,3    ,29  ,273,         
1229,T,190409,094934,40.7147N,73.941101W,3    ,29  ,272,         
1230,T,190409,094935,40.7147N,73.941199W,3    ,28  ,271,         
1231,T,190409,094936,40.714706N,73.941291W,3    ,27  ,271,         
1232,T,190409,094937,40.714718N,73.941385W,3    ,27  ,272,         
1233,T,190409,094938,40.714724N,73.941475W,4    ,26  ,274,         
1234,T,190409,094939,40.714728N,73.941551W,4    ,20  ,274,         
1235,T,190409,094940,40.714731N,73.941611W,4    ,16  ,274,         
1236,T,190409,094941,40.714733N,73.941656W,4    ,12  ,274,         
1237,T,190409,094942,40.714733N,73.941681W,4    ,6   ,283,         
1238,T,190409,094943,40.714735N,73.941689W,3    ,0   ,283,         
1239,T,190409,094944,40.714738N,73.941683W,3    ,0   ,283,         
1240,T,190409,094945,40.714726N,73.941671W,5    ,0   ,283,         
1241,T,190409,094946,40.714716N,73.941664W,7    ,0   ,283,         
1242,T,190409,094947,40.714716N,73.941663W,7    ,0   ,283,         
1243,T,190409,094948,40.714716N,73.941663W,6    ,0   ,283,         
1244,T,190409,094949,40.714716N,73.941663W,6    ,0   ,283,         
1245,T,190409,094950,40.714716N,73.941664W,6    ,0   ,283,         
1246,T,190409,094951,40.714716N,73.941664W,6    ,0   ,283,         
1247,T,190409,094952,40.714716N,73.941668W,6    ,0   ,283,         
1248,T,190409,094953,40.714716N,73.941671W,6    ,0   ,283,         
1249,T,190409,094954,40.714716N,73.941676W,6    ,0   ,283,         
1250,T,190409,094955,40.714716N,73.941681W,6    ,0   ,283,         
1251,T,190409,094956,40.714718N,73.941679W,6    ,0   ,283,         
1252,T,190409,094957,40.714718N,73.941681W,6    ,0   ,283,         
1253,T,190409,094958,40.714718N,73.941681W,6    ,0   ,283,         
1254,T,190409,094959,40.714718N,73.941681W,6    ,0   ,283,         
1255,T,190409,095000,40.714718N,73.941681W,6    ,0   ,283,         
1256,T,190409,095001,40.714718N,73.941681W,6    ,0   ,283,         
1257,T,190409,095002,40.714718N,73.941681W,6    ,0   ,283,         
1258,T,190409,095003,40.714718N,73.941681W,5    ,0   ,283,         
1259,T,190409,095004,40.714718N,73.941681W,5    ,0   ,283,         
1260,T,190409,095005,40.714718N,73.941686W,5    ,0   ,283,         
1261,T,190409,095006,40.714719N,73.941693W,5    ,6   ,274,         
1262,T,190409,095007,40.714723N,73.941723W,5    ,12  ,274,         
1263,T,190409,095008,40.714724N,73.941768W,5    ,15  ,273,         
1264,T,190409,095009,40.71473N,73.941821W,5    ,18  ,274,         
1265,T,190409,095010,40.714733N,73.941886W,5    ,20  ,274,         
1266,T,190409,095011,40.714736N,73.94196W,5    ,23  ,273,         
1267,T,190409,095012,40.714738N,73.942046W,6    ,28  ,270,         
1268,T,190409,095013,40.714736N,73.942141W,6    ,28  ,268,         
1269,T,190409,095014,40.714731N,73.942248W,6    ,28  ,267,         
1270,T,190409,095015,40.714723N,73.94235W,6    ,28  ,264,         
1271,T,190409,095016,40.714715N,73.942451W,5    ,28  ,263,         
1272,T,190409,095017,40.714706N,73.942554W,5    ,30  ,263,         
1273,T,190409,095018,40.714698N,73.942658W,5    ,31  ,263,         
1274,T,190409,095019,40.714686N,73.942766W,5    ,32  ,262,         
1275,T,190409,095020,40.714673N,73.942875W,5    ,32  ,261,         
1276,T,190409,095021,40.71466N,73.942983W,5    ,33  ,261,         
1277,T,190409,095022,40.714651N,73.943096W,5    ,34  ,261,         
1278,T,190409,095023,40.714644N,73.943214W,4    ,36  ,262,         
1279,T,190409,095024,40.714636N,73.943331W,4    ,35  ,262,         
1280,T,190409,095025,40.714628N,73.94345W,4    ,36  ,263,         
1281,T,190409,095026,40.714615N,73.943566W,4    ,36  ,262,         
1282,T,190409,095027,40.714605N,73.943686W,3    ,37  ,263,         
1283,T,190409,095028,40.714595N,73.943808W,3    ,37  ,263,         
1284,T,190409,095029,40.714584N,73.943931W,2    ,38  ,263,         
1285,T,190409,095030,40.714599N,73.944048W,2    ,38  ,264,         
1286,T,190409,095031,40.714599N,73.944171W,2    ,39  ,264,         
1287,T,190409,095032,40.714595N,73.944298W,2    ,40  ,263,         
1288,T,190409,095033,40.714584N,73.944433W,2    ,42  ,263,         
1289,T,190409,095034,40.714566N,73.944573W,2    ,43  ,262,         
1290,T,190409,095035,40.714548N,73.944715W,2    ,43  ,261,         
1291,T,190409,095036,40.71453N,73.944855W,2    ,41  ,261,         
1292,T,190409,095037,40.714513N,73.94499W,1    ,41  ,261,         
1293,T,190409,095038,40.714501N,73.945119W,1    ,40  ,261,         
1294,T,190409,095039,40.71449N,73.945251W,1    ,40  ,262,         
1295,T,190409,095040,40.714476N,73.945383W,0    ,41  ,263,         
1296,T,190409,095041,40.714463N,73.945518W,0    ,42  ,263,         
1297,T,190409,095042,40.714446N,73.945651W,-0   ,42  ,262,         
1298,T,190409,095043,40.714428N,73.945778W,-0   ,40  ,261,         
1299,T,190409,095044,40.714413N,73.945908W,-1   ,40  ,260,         
1300,T,190409,095045,40.714404N,73.946036W,-2   ,41  ,261,         
1301,T,190409,095046,40.714395N,73.94617W,-2   ,41  ,262,         
1302,T,190409,095047,40.714383N,73.946294W,-2   ,42  ,262,         
1303,T,190409,095048,40.714368N,73.946429W,-2   ,42  ,263,         
1304,T,190409,095049,40.714353N,73.946561W,-2   ,41  ,262,         
1305,T,190409,095050,40.714338N,73.94669W,-2   ,40  ,262,         
1306,T,190409,095051,40.714326N,73.946818W,-3   ,40  ,263,         
1307,T,190409,095052,40.714311N,73.946946W,-3   ,41  ,262,         
1308,T,190409,095053,40.714293N,73.947081W,-3   ,43  ,262,         
1309,T,190409,095054,40.714276N,73.947219W,-4   ,44  ,261,         
1310,T,190409,095055,40.714258N,73.94736W,-4   ,43  ,261,         
1311,T,190409,095056,40.714251N,73.947486W,-4   ,42  ,261,         
1312,T,190409,095057,40.714235N,73.947613W,-4   ,39  ,261,         
1313,T,190409,095058,40.714225N,73.947724W,-4   ,32  ,261,         
1314,T,190409,095059,40.714223N,73.947814W,-3   ,28  ,262,         
1315,T,190409,095100,40.714226N,73.947901W,-3   ,25  ,263,         
1316,T,190409,095101,40.714218N,73.947966W,-3   ,25  ,263,         
1317,T,190409,095102,40.714206N,73.948029W,-1   ,25  ,262,         
1318,T,190409,095103,40.714195N,73.948116W,-2   ,27  ,261,         
1319,T,190409,095104,40.714184N,73.948206W,-2   ,30  ,260,         
1320,T,190409,095105,40.714171N,73.948305W,-2   ,33  ,259,         
1321,T,190409,095106,40.714158N,73.948415W,-2   ,35  ,260,         
1322,T,190409,095107,40.714143N,73.948533W,-2   ,38  ,260,         
1323,T,190409,095108,40.714126N,73.948656W,-2   ,40  ,260,         
1324,T,190409,095109,40.714109N,73.948786W,-2   ,40  ,260,         
1325,T,190409,095110,40.714088N,73.948913W,-2   ,38  ,260,         
1326,T,190409,095111,40.714076N,73.949034W,-2   ,38  ,261,         
1327,T,190409,095112,40.714068N,73.949149W,-1   ,37  ,262,         
1328,T,190409,095113,40.714061N,73.949258W,-0   ,39  ,263,         
1329,T,190409,095114,40.71406N,73.949381W,-0   ,39  ,264,         
1330,T,190409,095115,40.714058N,73.949501W,0    ,39  ,266,         
1331,T,190409,095116,40.714073N,73.949626W,0    ,41  ,267,         
1332,T,190409,095117,40.714075N,73.949761W,0    ,41  ,269,         
1333,T,190409,095118,40.714071N,73.949899W,0    ,43  ,269,         
1334,T,190409,095119,40.714073N,73.950048W,-0   ,46  ,270,         
1335,T,190409,095120,40.714069N,73.950199W,-0   ,46  ,270,         
1336,T,190409,095121,40.714064N,73.950355W,-1   ,48  ,270,         
